StudyID,Experiment ID,Author,Title,Year_Publication,Country,Longitude ,Latitude ,ClimateZone,Temperature ,Precipitation ,WetnessIndex,SOC_initial,TN_initial,TP_initial,NH4_N_initial,NO3_N_initial,OlsenP_initial ,pH_initial,BD_initial,CEC_initial,Texture_initial,Sand_initial,Silt _initial,Clay_initial,Type_biochar,ParticleSize_biochar,BD_biochar,PyrolysisTemperature_biochar,Ash_biochar,C_biochar,N_biochar,P_biochar,CNRatio_biochar,pH_biochar,CEC_biochar,Treatment,BiocharAddition,CropType,TrialDuration ,SoilDepth,SOC_CK,SOC_CK_SD,SOC_CK_N,SOC_T ,SOC_T _SD,SOC_T _N,SOC_RR,SOC_LNRR,TN_CK,TN_CK_SD,TN_CK_N,TN_T ,TN_T _SD,TN_T _N,TN_RR,TN_LNRR,CNRatio_CK,CNRatio_CK_SD,CNRatio_CK_N,CNRatio_T ,CNRatio_T _SD,CNRatio_T _N,CNRatio_RR,CNRatio_LNRR,DOC_CK,DOC_CK_SD,DOC_CK_N,DOC_T ,DOC_T _SD,DOC_T _N,DOC_RR,DOC_LNRR,NH4_N_CK,NH4_N_CK_SD,NH4_N_CK_N,NH4_N_T ,NH4_N_T _SD,NH4_N_T _N,NH4_N_RR,NH4_N_LNRR,NO3_N_CK,NO3_N_CK_SD,NO3_N_CK_N,NO3_N_T ,NO3_N_T _SD,NO3_N_T _N,NO3_N_RR,NO3_N_LNRR,OlsenP_CK,OlsenP_CK_SD,OlsenP_CK_N,OlsenP_T ,OlsenP_T _SD,OlsenP_T _N,OlsenP_RR,OlsenP_LNRR,CEC_CK,CEC_CK_SD,CEC_CK_N,CEC_T ,CEC_T _SD,CEC_T _N,CEC_RR,CEC_LNRR,K_CK,K_CK_SD,K_CK_N,K_T ,K_T _SD,K_T _N,K_RR,K_LNRR,Ca_CK,Ca_CK_SD,Ca_CK_N,Ca_T ,Ca_T _SD,Ca_T _N,Ca_RR,Ca_LNRR,Mg_CK,Mg_CK_SD,Mg_CK_N,Mg_T ,Mg_T _SD,Mg_T _N,Mg_RR,Mg_LNRR,Na_CK,Na_CK_SD,Na_CK_N,Na_T ,Na_T _SD,Na_T _N,Na_RR,Na_LNRR,pH_CK,pH_CK_SD,pH_CK_N,pH_T ,pH_T _SD,pH_T _N,pH_RR,pH_LNRR,SMBC_CK,SMBC_CK_SD,SMBC_CK_N,SMBC_T ,SMBC_T _SD,SMBC_T _N,SMBC_RR,SMBC_LNRR,SMBN_CK,SMBN_CK_SD,SMBN_CK_N,SMBN_T ,SMBN_T _SD,SMBN_T _N,SMBN_RR,SMBN_LNRR,CropYield_CK,CropYield_CK_SD,CropYield_CK_N,CropYield_T ,CropYield_T _SD,CropYield_T _N,CropYield_RR,CropYield_LNRR,CO2_CK,CO2_CK_SD,CO2_CK_N,CO2_T ,CO2_T _SD,CO2_T _N,CO2_RR,CO2_LNRR,CH4_CK,CH4_CK_SD,CH4_CK_N,CH4_T ,CH4_T _SD,CH4_T _N,CH4_RR,CH4_LNRR,N2O_CK,N2O_CK_SD,N2O_CK_N,N2O_T ,N2O_T _SD,N2O_T _N,N2O_RR,N2O_LNRR,GWP_CK,GWP_CK_SD,GWP_CK_N,GWP_T ,GWP_T _SD,GWP_T _N,GWP_RR,GWP_LNRR,GHGI_CK,GHGI_CK_SD,GHGI_CK_N,GHGI_T ,GHGI_T _SD,GHGI_T _N,GHGI_RR,GHGI_LNRR,
287,287_2,Li Qiuxia,Persistent effects of biochar on soil physicochemical properties and crop yields in upland red soil (in Chinese),2015,China,116.34 ,28.26 ,Subtropic,17.5,1587,57.71 ,9.45 ,1.06 ,,,,,4.54 ,1.23 ,15.20 ,Clay,31.60 ,39.12 ,29.28 ,Wheat straw,2.00 ,,340.00 ,20.80 ,467.20 ,5.90 ,,79.19 ,10.35 ,21.70 ,B,40.00 ,Rapeseed,1460.00 ,15.00 ,4.76 ,0.11 ,3.00 ,5.24 ,0.08 ,3.00 ,1.10 ,0.10 ,9.02 ,1.09 ,3.00 ,13.25 ,0.76 ,3.00 ,1.47 ,0.38 ,0.53 ,0.03 ,3.00 ,0.40 ,0.02 ,3.00 ,0.75 ,-0.29 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.68 ,1.30 ,3.00 ,17.51 ,1.43 ,3.00 ,1.50 ,0.40 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.76 ,0.11 ,3.00 ,5.24 ,0.08 ,3.00 ,1.10 ,0.10 ,,,,,,,,,,,,,,,,,1.94 ,0.34 ,3.00 ,2.54 ,0.34 ,3.00 ,1.31 ,0.27 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,287_3,Li Qiuxia,Persistent effects of biochar on soil physicochemical properties and crop yields in upland red soil (in Chinese),2015,China,116.34 ,28.26 ,Subtropic,17.5,1587,57.71 ,9.45 ,1.06 ,,,,,4.54 ,1.23 ,15.20 ,Clay,31.60 ,39.12 ,29.28 ,Wheat straw,2.00 ,,340.00 ,20.80 ,467.20 ,5.90 ,,79.19 ,10.35 ,21.70 ,B,10.00 ,Rapeseed,1460.00 ,15.00 ,4.74 ,0.08 ,3.00 ,5.04 ,0.09 ,3.00 ,1.06 ,0.06 ,8.75 ,1.02 ,3.00 ,10.81 ,1.15 ,3.00 ,1.24 ,0.21 ,0.54 ,0.03 ,3.00 ,0.47 ,0.02 ,3.00 ,0.86 ,-0.15 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.96 ,1.12 ,3.00 ,13.69 ,1.05 ,3.00 ,1.14 ,0.14 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.74 ,0.08 ,3.00 ,5.04 ,0.09 ,3.00 ,1.06 ,0.06 ,,,,,,,,,,,,,,,,,1.81 ,0.39 ,3.00 ,1.90 ,0.47 ,3.00 ,1.05 ,0.05 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,287_3,Li Qiuxia,Persistent effects of biochar on soil physicochemical properties and crop yields in upland red soil (in Chinese),2015,China,116.34 ,28.26 ,Subtropic,17.5,1587,57.71 ,9.45 ,1.06 ,,,,,4.54 ,1.23 ,15.20 ,Clay,31.60 ,39.12 ,29.28 ,Wheat straw,2.00 ,,340.00 ,20.80 ,467.20 ,5.90 ,,79.19 ,10.35 ,21.70 ,B,20.00 ,Rapeseed,1460.00 ,15.00 ,4.74 ,0.08 ,3.00 ,4.88 ,0.13 ,3.00 ,1.03 ,0.03 ,8.75 ,1.02 ,3.00 ,12.80 ,0.95 ,3.00 ,1.46 ,0.38 ,0.54 ,0.03 ,3.00 ,0.38 ,0.02 ,3.00 ,0.70 ,-0.35 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.96 ,1.12 ,3.00 ,16.32 ,2.13 ,3.00 ,1.36 ,0.31 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.74 ,0.08 ,3.00 ,4.88 ,0.13 ,3.00 ,1.03 ,0.03 ,,,,,,,,,,,,,,,,,1.81 ,0.39 ,3.00 ,2.20 ,0.52 ,3.00 ,1.21 ,0.19 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,287_3,Li Qiuxia,Persistent effects of biochar on soil physicochemical properties and crop yields in upland red soil (in Chinese),2015,China,116.34 ,28.26 ,Subtropic,17.5,1587,57.71 ,9.45 ,1.06 ,,,,,4.54 ,1.23 ,15.20 ,Clay,31.60 ,39.12 ,29.28 ,Wheat straw,2.00 ,,340.00 ,20.80 ,467.20 ,5.90 ,,79.19 ,10.35 ,21.70 ,B,30.00 ,Rapeseed,1460.00 ,15.00 ,4.74 ,0.08 ,3.00 ,5.09 ,0.13 ,3.00 ,1.07 ,0.07 ,8.75 ,1.02 ,3.00 ,12.85 ,0.92 ,3.00 ,1.47 ,0.38 ,0.54 ,0.03 ,3.00 ,0.40 ,0.02 ,3.00 ,0.73 ,-0.31 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.96 ,1.12 ,3.00 ,18.52 ,0.93 ,3.00 ,1.55 ,0.44 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.74 ,0.08 ,3.00 ,5.09 ,0.13 ,3.00 ,1.07 ,0.07 ,,,,,,,,,,,,,,,,,1.81 ,0.39 ,3.00 ,2.41 ,0.39 ,3.00 ,1.33 ,0.29 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,287_3,Li Qiuxia,Persistent effects of biochar on soil physicochemical properties and crop yields in upland red soil (in Chinese),2015,China,116.34 ,28.26 ,Subtropic,17.5,1587,57.71 ,9.45 ,1.06 ,,,,,4.54 ,1.23 ,15.20 ,Clay,31.60 ,39.12 ,29.28 ,Wheat straw,2.00 ,,340.00 ,20.80 ,467.20 ,5.90 ,,79.19 ,10.35 ,21.70 ,B,40.00 ,Rapeseed,1460.00 ,15.00 ,4.74 ,0.08 ,3.00 ,5.12 ,0.07 ,3.00 ,1.08 ,0.08 ,8.75 ,1.02 ,3.00 ,12.97 ,0.80 ,3.00 ,1.48 ,0.39 ,0.54 ,0.03 ,3.00 ,0.39 ,0.02 ,3.00 ,0.73 ,-0.32 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.96 ,1.12 ,3.00 ,18.64 ,1.18 ,3.00 ,1.56 ,0.44 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.74 ,0.08 ,3.00 ,5.12 ,0.07 ,3.00 ,1.08 ,0.08 ,,,,,,,,,,,,,,,,,1.81 ,0.39 ,3.00 ,3.02 ,0.22 ,3.00 ,1.67 ,0.51 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,287_4,Li Qiuxia,Persistent effects of biochar on soil physicochemical properties and crop yields in upland red soil (in Chinese),2015,China,116.34 ,28.26 ,Subtropic,17.5,1587,57.71 ,9.45 ,1.06 ,,,,,4.54 ,1.23 ,15.20 ,Clay,31.60 ,39.12 ,29.28 ,Wheat straw,2.00 ,,340.00 ,20.80 ,467.20 ,5.90 ,,79.19 ,10.35 ,21.70 ,B,10.00 ,Sweet potato,1460.00 ,15.00 ,4.80 ,0.08 ,3.00 ,5.12 ,0.17 ,3.00 ,1.07 ,0.06 ,8.67 ,1.02 ,3.00 ,10.91 ,0.90 ,3.00 ,1.26 ,0.23 ,0.55 ,0.03 ,3.00 ,0.47 ,0.02 ,3.00 ,0.85 ,-0.17 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.12 ,0.40 ,3.00 ,13.31 ,0.81 ,3.00 ,1.10 ,0.09 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.80 ,0.08 ,3.00 ,5.12 ,0.17 ,3.00 ,1.07 ,0.06 ,,,,,,,,,,,,,,,,,28.02 ,1.29 ,3.00 ,35.34 ,1.29 ,3.00 ,1.26 ,0.23 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,287_4,Li Qiuxia,Persistent effects of biochar on soil physicochemical properties and crop yields in upland red soil (in Chinese),2015,China,116.34 ,28.26 ,Subtropic,17.5,1587,57.71 ,9.45 ,1.06 ,,,,,4.54 ,1.23 ,15.20 ,Clay,31.60 ,39.12 ,29.28 ,Wheat straw,2.00 ,,340.00 ,20.80 ,467.20 ,5.90 ,,79.19 ,10.35 ,21.70 ,B,20.00 ,Sweet potato,1460.00 ,15.00 ,4.80 ,0.08 ,3.00 ,5.04 ,0.11 ,3.00 ,1.05 ,0.05 ,8.67 ,1.02 ,3.00 ,12.85 ,1.58 ,3.00 ,1.48 ,0.39 ,0.55 ,0.03 ,3.00 ,0.39 ,0.02 ,3.00 ,0.71 ,-0.34 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.12 ,0.40 ,3.00 ,15.79 ,1.91 ,3.00 ,1.30 ,0.26 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.80 ,0.08 ,3.00 ,5.04 ,0.11 ,3.00 ,1.05 ,0.05 ,,,,,,,,,,,,,,,,,28.02 ,1.29 ,3.00 ,39.22 ,0.43 ,3.00 ,1.40 ,0.34 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,287_4,Li Qiuxia,Persistent effects of biochar on soil physicochemical properties and crop yields in upland red soil (in Chinese),2015,China,116.34 ,28.26 ,Subtropic,17.5,1587,57.71 ,9.45 ,1.06 ,,,,,4.54 ,1.23 ,15.20 ,Clay,31.60 ,39.12 ,29.28 ,Wheat straw,2.00 ,,340.00 ,20.80 ,467.20 ,5.90 ,,79.19 ,10.35 ,21.70 ,B,30.00 ,Sweet potato,1460.00 ,15.00 ,4.80 ,0.08 ,3.00 ,5.23 ,0.06 ,3.00 ,1.09 ,0.09 ,8.67 ,1.02 ,3.00 ,12.95 ,1.06 ,3.00 ,1.49 ,0.40 ,0.55 ,0.03 ,3.00 ,0.40 ,0.02 ,3.00 ,0.73 ,-0.32 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.12 ,0.40 ,3.00 ,18.29 ,1.00 ,3.00 ,1.51 ,0.41 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.80 ,0.08 ,3.00 ,5.23 ,0.06 ,3.00 ,1.09 ,0.09 ,,,,,,,,,,,,,,,,,28.02 ,1.29 ,3.00 ,41.81 ,0.86 ,3.00 ,1.49 ,0.40 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,287_4,Li Qiuxia,Persistent effects of biochar on soil physicochemical properties and crop yields in upland red soil (in Chinese),2015,China,116.34 ,28.26 ,Subtropic,17.5,1587,57.71 ,9.45 ,1.06 ,,,,,4.54 ,1.23 ,15.20 ,Clay,31.60 ,39.12 ,29.28 ,Wheat straw,2.00 ,,340.00 ,20.80 ,467.20 ,5.90 ,,79.19 ,10.35 ,21.70 ,B,40.00 ,Sweet potato,1460.00 ,15.00 ,4.80 ,0.08 ,3.00 ,5.21 ,0.17 ,3.00 ,1.09 ,0.08 ,8.67 ,1.02 ,3.00 ,13.68 ,0.98 ,3.00 ,1.58 ,0.46 ,0.55 ,0.03 ,3.00 ,0.38 ,0.02 ,3.00 ,0.69 ,-0.37 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.12 ,0.40 ,3.00 ,18.34 ,1.64 ,3.00 ,1.51 ,0.41 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.80 ,0.08 ,3.00 ,5.21 ,0.17 ,3.00 ,1.09 ,0.08 ,,,,,,,,,,,,,,,,,28.02 ,1.29 ,3.00 ,43.97 ,0.43 ,3.00 ,1.57 ,0.45 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,287_5,Li Qiuxia,Persistent effects of biochar on soil physicochemical properties and crop yields in upland red soil (in Chinese),2015,China,116.34 ,28.26 ,Subtropic,17.5,1587,57.71 ,9.45 ,1.06 ,,,,,4.54 ,1.23 ,15.20 ,Clay,31.60 ,39.12 ,29.28 ,Wheat straw,2.00 ,,340.00 ,20.80 ,467.20 ,5.90 ,,79.19 ,10.35 ,21.70 ,B,10.00 ,Sweet potato,1460.00 ,15.00 ,4.81 ,0.04 ,3.00 ,4.90 ,0.11 ,3.00 ,1.02 ,0.02 ,9.13 ,1.03 ,3.00 ,10.62 ,1.20 ,3.00 ,1.16 ,0.15 ,0.53 ,0.03 ,3.00 ,0.46 ,0.02 ,3.00 ,0.88 ,-0.13 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.07 ,0.94 ,3.00 ,13.45 ,1.18 ,3.00 ,1.11 ,0.11 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.81 ,0.04 ,3.00 ,4.90 ,0.11 ,3.00 ,1.02 ,0.02 ,,,,,,,,,,,,,,,,,18.53 ,2.16 ,3.00 ,26.29 ,0.43 ,3.00 ,1.42 ,0.35 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,287_5,Li Qiuxia,Persistent effects of biochar on soil physicochemical properties and crop yields in upland red soil (in Chinese),2015,China,116.34 ,28.26 ,Subtropic,17.5,1587,57.71 ,9.45 ,1.06 ,,,,,4.54 ,1.23 ,15.20 ,Clay,31.60 ,39.12 ,29.28 ,Wheat straw,2.00 ,,340.00 ,20.80 ,467.20 ,5.90 ,,79.19 ,10.35 ,21.70 ,B,20.00 ,Sweet potato,1460.00 ,15.00 ,4.81 ,0.04 ,3.00 ,5.01 ,0.07 ,3.00 ,1.04 ,0.04 ,9.13 ,1.03 ,3.00 ,12.98 ,0.91 ,3.00 ,1.42 ,0.35 ,0.53 ,0.03 ,3.00 ,0.39 ,0.02 ,3.00 ,0.73 ,-0.31 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.07 ,0.94 ,3.00 ,16.11 ,1.05 ,3.00 ,1.33 ,0.29 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.81 ,0.04 ,3.00 ,5.01 ,0.07 ,3.00 ,1.04 ,0.04 ,,,,,,,,,,,,,,,,,18.53 ,2.16 ,3.00 ,26.72 ,1.29 ,3.00 ,1.44 ,0.37 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,287_5,Li Qiuxia,Persistent effects of biochar on soil physicochemical properties and crop yields in upland red soil (in Chinese),2015,China,116.34 ,28.26 ,Subtropic,17.5,1587,57.71 ,9.45 ,1.06 ,,,,,4.54 ,1.23 ,15.20 ,Clay,31.60 ,39.12 ,29.28 ,Wheat straw,2.00 ,,340.00 ,20.80 ,467.20 ,5.90 ,,79.19 ,10.35 ,21.70 ,B,30.00 ,Sweet potato,1460.00 ,15.00 ,4.81 ,0.04 ,3.00 ,5.07 ,0.09 ,3.00 ,1.05 ,0.05 ,9.13 ,1.03 ,3.00 ,12.34 ,1.56 ,3.00 ,1.35 ,0.30 ,0.53 ,0.03 ,3.00 ,0.41 ,0.02 ,3.00 ,0.78 ,-0.25 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.07 ,0.94 ,3.00 ,17.58 ,1.06 ,3.00 ,1.46 ,0.38 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.81 ,0.04 ,3.00 ,5.07 ,0.09 ,3.00 ,1.05 ,0.05 ,,,,,,,,,,,,,,,,,18.53 ,2.16 ,3.00 ,31.03 ,1.29 ,3.00 ,1.67 ,0.52 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,287_5,Li Qiuxia,Persistent effects of biochar on soil physicochemical properties and crop yields in upland red soil (in Chinese),2015,China,116.34 ,28.26 ,Subtropic,17.5,1587,57.71 ,9.45 ,1.06 ,,,,,4.54 ,1.23 ,15.20 ,Clay,31.60 ,39.12 ,29.28 ,Wheat straw,2.00 ,,340.00 ,20.80 ,467.20 ,5.90 ,,79.19 ,10.35 ,21.70 ,B,40.00 ,Sweet potato,1460.00 ,15.00 ,4.81 ,0.04 ,3.00 ,5.13 ,0.14 ,3.00 ,1.07 ,0.06 ,9.13 ,1.03 ,3.00 ,13.05 ,0.70 ,3.00 ,1.43 ,0.36 ,0.53 ,0.03 ,3.00 ,0.39 ,0.02 ,3.00 ,0.75 ,-0.29 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.07 ,0.94 ,3.00 ,17.72 ,1.43 ,3.00 ,1.47 ,0.38 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.81 ,0.04 ,3.00 ,5.13 ,0.14 ,3.00 ,1.07 ,0.06 ,,,,,,,,,,,,,,,,,18.53 ,2.16 ,3.00 ,32.33 ,0.86 ,3.00 ,1.74 ,0.56 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,287_6,Li Qiuxia,Persistent effects of biochar on soil physicochemical properties and crop yields in upland red soil (in Chinese),2015,China,116.34 ,28.26 ,Subtropic,17.5,1587,57.71 ,9.45 ,1.06 ,,,,,4.54 ,1.23 ,15.20 ,Clay,31.60 ,39.12 ,29.28 ,Wheat straw,2.00 ,,340.00 ,20.80 ,467.20 ,5.90 ,,79.19 ,10.35 ,21.70 ,B,10.00 ,Sweet potato,1460.00 ,15.00 ,4.78 ,0.08 ,3.00 ,4.87 ,0.09 ,3.00 ,1.02 ,0.02 ,8.86 ,0.93 ,3.00 ,10.79 ,1.11 ,3.00 ,1.22 ,0.20 ,0.54 ,0.03 ,3.00 ,0.45 ,0.02 ,3.00 ,0.84 ,-0.18 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.31 ,0.43 ,3.00 ,13.67 ,1.32 ,3.00 ,1.11 ,0.10 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.78 ,0.08 ,3.00 ,4.87 ,0.09 ,3.00 ,1.02 ,0.02 ,,,,,,,,,,,,,,,,,19.40 ,5.17 ,3.00 ,27.16 ,1.29 ,3.00 ,1.40 ,0.34 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,287_6,Li Qiuxia,Persistent effects of biochar on soil physicochemical properties and crop yields in upland red soil (in Chinese),2015,China,116.34 ,28.26 ,Subtropic,17.5,1587,57.71 ,9.45 ,1.06 ,,,,,4.54 ,1.23 ,15.20 ,Clay,31.60 ,39.12 ,29.28 ,Wheat straw,2.00 ,,340.00 ,20.80 ,467.20 ,5.90 ,,79.19 ,10.35 ,21.70 ,B,20.00 ,Sweet potato,1460.00 ,15.00 ,4.78 ,0.08 ,3.00 ,4.99 ,0.06 ,3.00 ,1.04 ,0.04 ,8.86 ,0.93 ,3.00 ,12.83 ,1.60 ,3.00 ,1.45 ,0.37 ,0.54 ,0.03 ,3.00 ,0.39 ,0.02 ,3.00 ,0.72 ,-0.33 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.31 ,0.43 ,3.00 ,16.36 ,1.58 ,3.00 ,1.33 ,0.28 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.78 ,0.08 ,3.00 ,4.99 ,0.06 ,3.00 ,1.04 ,0.04 ,,,,,,,,,,,,,,,,,19.40 ,5.17 ,3.00 ,27.59 ,1.29 ,3.00 ,1.42 ,0.35 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,287_6,Li Qiuxia,Persistent effects of biochar on soil physicochemical properties and crop yields in upland red soil (in Chinese),2015,China,116.34 ,28.26 ,Subtropic,17.5,1587,57.71 ,9.45 ,1.06 ,,,,,4.54 ,1.23 ,15.20 ,Clay,31.60 ,39.12 ,29.28 ,Wheat straw,2.00 ,,340.00 ,20.80 ,467.20 ,5.90 ,,79.19 ,10.35 ,21.70 ,B,30.00 ,Sweet potato,1460.00 ,15.00 ,4.78 ,0.08 ,3.00 ,5.05 ,0.08 ,3.00 ,1.06 ,0.05 ,8.86 ,0.93 ,3.00 ,12.79 ,1.03 ,3.00 ,1.44 ,0.37 ,0.54 ,0.03 ,3.00 ,0.39 ,0.02 ,3.00 ,0.73 ,-0.31 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.31 ,0.43 ,3.00 ,17.95 ,0.92 ,3.00 ,1.46 ,0.38 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.78 ,0.08 ,3.00 ,5.05 ,0.08 ,3.00 ,1.06 ,0.05 ,,,,,,,,,,,,,,,,,19.40 ,5.17 ,3.00 ,33.19 ,1.29 ,3.00 ,1.71 ,0.54 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,287_6,Li Qiuxia,Persistent effects of biochar on soil physicochemical properties and crop yields in upland red soil (in Chinese),2015,China,116.34 ,28.26 ,Subtropic,17.5,1587,57.71 ,9.45 ,1.06 ,,,,,4.54 ,1.23 ,15.20 ,Clay,31.60 ,39.12 ,29.28 ,Wheat straw,2.00 ,,340.00 ,20.80 ,467.20 ,5.90 ,,79.19 ,10.35 ,21.70 ,B,40.00 ,Sweet potato,1460.00 ,15.00 ,4.78 ,0.08 ,3.00 ,5.13 ,0.05 ,3.00 ,1.07 ,0.07 ,8.86 ,0.93 ,3.00 ,13.11 ,0.80 ,3.00 ,1.48 ,0.39 ,0.54 ,0.03 ,3.00 ,0.39 ,0.02 ,3.00 ,0.73 ,-0.32 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.31 ,0.43 ,3.00 ,17.81 ,1.29 ,3.00 ,1.45 ,0.37 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.78 ,0.08 ,3.00 ,5.13 ,0.05 ,3.00 ,1.07 ,0.07 ,,,,,,,,,,,,,,,,,19.40 ,5.17 ,3.00 ,34.05 ,1.72 ,3.00 ,1.76 ,0.56 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,288_1,Li Wei,Combination of biochar and nitrogen fertilizer to improve soil aggregate stability and crop yield in Lou soil (in Chinese),2019,China,108.40 ,34.33 ,Subtropic ,,550,,8.17 ,,,,,7.61 ,7.58 ,,,Silty clay loam,2.40 ,61.10 ,36.50 ,Wheat straw,,,500.00 ,20.80 ,467.05 ,5.90 ,0.61 ,79.10 ,,,B,1.00 ,Maize,2190.00 ,20.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.76 ,0.39 ,3.00 ,8.89 ,0.44 ,3.00 ,1.15 ,0.14 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,288_1,Li Wei,Combination of biochar and nitrogen fertilizer to improve soil aggregate stability and crop yield in Lou soil (in Chinese),2019,China,108.40 ,34.33 ,Subtropic ,,550,,8.17 ,,,,,7.61 ,7.58 ,,,Silty clay loam,2.40 ,61.10 ,36.50 ,Wheat straw,,,500.00 ,20.80 ,467.05 ,5.90 ,0.61 ,79.10 ,,,B,5.00 ,Maize,2190.00 ,20.00 ,,,,,,,,,,,,0.80 ,44.68 ,0.84 ,87.02 ,0.88 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.76 ,0.39 ,3.00 ,10.95 ,0.55 ,3.00 ,1.41 ,0.35 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,288_1,Li Wei,Combination of biochar and nitrogen fertilizer to improve soil aggregate stability and crop yield in Lou soil (in Chinese),2019,China,108.40 ,34.33 ,Subtropic ,,550,,8.17 ,,,,,7.61 ,7.58 ,,,Silty clay loam,2.40 ,61.10 ,36.50 ,Wheat straw,,,500.00 ,20.80 ,467.05 ,5.90 ,0.61 ,79.10 ,,,B,10.00 ,Maize,2190.00 ,20.00 ,,,,,,,,,,,,0.80 ,42.98 ,0.84 ,84.47 ,0.88 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.76 ,0.39 ,3.00 ,9.82 ,0.49 ,3.00 ,1.27 ,0.24 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
