StudyID,Experiment ID,Author,Title,Year_Publication,Country,Longitude ,Latitude ,ClimateZone,Temperature ,Precipitation ,WetnessIndex,SOC_initial,TN_initial,TP_initial,NH4_N_initial,NO3_N_initial,OlsenP_initial ,pH_initial,BD_initial,CEC_initial,Texture_initial,Sand_initial,Silt _initial,Clay_initial,Type_biochar,ParticleSize_biochar,BD_biochar,PyrolysisTemperature_biochar,Ash_biochar,C_biochar,N_biochar,P_biochar,CNRatio_biochar,pH_biochar,CEC_biochar,Treatment,BiocharAddition,CropType,TrialDuration ,SoilDepth,SOC_CK,SOC_CK_SD,SOC_CK_N,SOC_T ,SOC_T _SD,SOC_T _N,SOC_RR,SOC_LNRR,TN_CK,TN_CK_SD,TN_CK_N,TN_T ,TN_T _SD,TN_T _N,TN_RR,TN_LNRR,CNRatio_CK,CNRatio_CK_SD,CNRatio_CK_N,CNRatio_T ,CNRatio_T _SD,CNRatio_T _N,CNRatio_RR,CNRatio_LNRR,DOC_CK,DOC_CK_SD,DOC_CK_N,DOC_T ,DOC_T _SD,DOC_T _N,DOC_RR,DOC_LNRR,NH4_N_CK,NH4_N_CK_SD,NH4_N_CK_N,NH4_N_T ,NH4_N_T _SD,NH4_N_T _N,NH4_N_RR,NH4_N_LNRR,NO3_N_CK,NO3_N_CK_SD,NO3_N_CK_N,NO3_N_T ,NO3_N_T _SD,NO3_N_T _N,NO3_N_RR,NO3_N_LNRR,OlsenP_CK,OlsenP_CK_SD,OlsenP_CK_N,OlsenP_T ,OlsenP_T _SD,OlsenP_T _N,OlsenP_RR,OlsenP_LNRR,CEC_CK,CEC_CK_SD,CEC_CK_N,CEC_T ,CEC_T _SD,CEC_T _N,CEC_RR,CEC_LNRR,K_CK,K_CK_SD,K_CK_N,K_T ,K_T _SD,K_T _N,K_RR,K_LNRR,Ca_CK,Ca_CK_SD,Ca_CK_N,Ca_T ,Ca_T _SD,Ca_T _N,Ca_RR,Ca_LNRR,Mg_CK,Mg_CK_SD,Mg_CK_N,Mg_T ,Mg_T _SD,Mg_T _N,Mg_RR,Mg_LNRR,Na_CK,Na_CK_SD,Na_CK_N,Na_T ,Na_T _SD,Na_T _N,Na_RR,Na_LNRR,pH_CK,pH_CK_SD,pH_CK_N,pH_T ,pH_T _SD,pH_T _N,pH_RR,pH_LNRR,SMBC_CK,SMBC_CK_SD,SMBC_CK_N,SMBC_T ,SMBC_T _SD,SMBC_T _N,SMBC_RR,SMBC_LNRR,SMBN_CK,SMBN_CK_SD,SMBN_CK_N,SMBN_T ,SMBN_T _SD,SMBN_T _N,SMBN_RR,SMBN_LNRR,CropYield_CK,CropYield_CK_SD,CropYield_CK_N,CropYield_T ,CropYield_T _SD,CropYield_T _N,CropYield_RR,CropYield_LNRR,CO2_CK,CO2_CK_SD,CO2_CK_N,CO2_T ,CO2_T _SD,CO2_T _N,CO2_RR,CO2_LNRR,CH4_CK,CH4_CK_SD,CH4_CK_N,CH4_T ,CH4_T _SD,CH4_T _N,CH4_RR,CH4_LNRR,N2O_CK,N2O_CK_SD,N2O_CK_N,N2O_T ,N2O_T _SD,N2O_T _N,N2O_RR,N2O_LNRR,GWP_CK,GWP_CK_SD,GWP_CK_N,GWP_T ,GWP_T _SD,GWP_T _N,GWP_RR,GWP_LNRR,GHGI_CK,GHGI_CK_SD,GHGI_CK_N,GHGI_T ,GHGI_T _SD,GHGI_T _N,GHGI_RR,GHGI_LNRR,
97,97_1,L. Van Zwieten,Pyrolysing poultry litter reduces N2O and CO2fluxes,2013,Australia,153.23 ,-28.49 ,Subtropic,,,,48.00 ,4.00 ,,,,,5.78 ,1.00 ,6.50 ,Sandy clay,,,,Poultry litter,2.00 ,,550.00 ,,450.00 ,33.00 ,29.00 ,13.60 ,8.70 ,60.00 ,BN,10.00 ,Maize,113.00 ,10.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.30 ,0.25 ,4.00 ,28.70 ,0.30 ,4.00 ,1.57 ,0.45 ,6.00 ,1.30 ,4.00 ,8.70 ,1.30 ,4.00 ,1.45 ,0.37 ,,,,,,,,,1.50 ,0.56 ,4.00 ,1.70 ,0.58 ,4.00 ,1.13 ,0.13 ,453.00 ,168.18 ,4.00 ,515.30 ,174.14 ,4.00 ,1.14 ,0.13 ,24.75 ,1.24 ,4.00 ,17.95 ,0.90 ,4.00 ,0.73 ,-0.32 ,
98,98_1,Le Qi,"Biochar application increased methane emission, soil carbon storage and net
ecosystem carbon budget in a 2-year vegetable¨Crice rotation",2020,China,106.40 ,29.80 ,Subtropic ,18.4,1105.5,38.93 ,11.10 ,,,,,51.30 ,6.30 ,,,,,,,Rapeseed straw,,,500.00 ,,625.80 ,,,,8.90 ,,BNPK,10.00 ,Vegetable,120.00 ,10.00 ,11.80 ,0.79 ,3.00 ,19.16 ,3.14 ,3.00 ,1.62 ,0.48 ,,,,,,,,,,,,,,,,,165.68 ,120.35 ,3.00 ,114.69 ,93.92 ,3.00 ,0.69 ,-0.37 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.34 ,0.25 ,3.00 ,6.28 ,0.34 ,3.00 ,0.99 ,-0.01 ,259.02 ,37.82 ,3.00 ,222.82 ,22.75 ,3.00 ,0.86 ,-0.15 ,,,,,,,,,0.58 ,0.04 ,3.00 ,1.07 ,0.12 ,3.00 ,1.84 ,0.61 ,46180.00 ,4720.00 ,3.00 ,60060.00 ,8900.00 ,3.00 ,1.30 ,0.26 ,1.44 ,1.57 ,3.00 ,-0.58 ,0.77 ,3.00 ,,,3.53 ,1.52 ,3.00 ,7.70 ,1.83 ,3.00 ,2.18 ,0.78 ,47267.94 ,2363.40 ,3.00 ,62340.10 ,3117.01 ,3.00 ,1.32 ,0.28 ,81496.45 ,4074.82 ,3.00 ,58261.78 ,2913.09 ,3.00 ,0.71 ,-0.34 ,
98,98_1,Le Qi,"Biochar application increased methane emission, soil carbon storage and net
ecosystem carbon budget in a 2-year vegetable¨Crice rotation",2020,China,106.40 ,29.80 ,Subtropic ,18.4,1105.5,38.93 ,11.10 ,,,,,51.30 ,6.30 ,,,,,,,Rapeseed straw,,,500.00 ,,625.80 ,,,,8.90 ,,BNPK,10.00 ,Vegetable,70.00 ,10.00 ,11.80 ,0.79 ,3.00 ,19.16 ,3.14 ,3.00 ,1.62 ,0.48 ,,,,,,,,,,,,,,,,,165.68 ,120.35 ,3.00 ,114.69 ,93.92 ,3.00 ,0.69 ,-0.37 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.34 ,0.25 ,3.00 ,6.28 ,0.34 ,3.00 ,0.99 ,-0.01 ,259.02 ,37.82 ,3.00 ,222.82 ,22.75 ,3.00 ,0.86 ,-0.15 ,,,,,,,,,28.31 ,3.11 ,3.00 ,37.99 ,2.58 ,3.00 ,1.34 ,0.29 ,46180.00 ,4720.00 ,3.00 ,60060.00 ,8900.00 ,3.00 ,1.30 ,0.26 ,1.44 ,1.57 ,3.00 ,-0.58 ,0.77 ,3.00 ,,,3.53 ,1.52 ,3.00 ,7.70 ,1.83 ,3.00 ,2.18 ,0.78 ,47267.94 ,2363.40 ,3.00 ,62340.10 ,3117.01 ,3.00 ,1.32 ,0.28 ,1669.66 ,83.48 ,3.00 ,1640.96 ,82.05 ,3.00 ,0.98 ,-0.02 ,
98,98_1,Le Qi,"Biochar application increased methane emission, soil carbon storage and net
ecosystem carbon budget in a 2-year vegetable¨Crice rotation",2020,China,106.40 ,29.80 ,Subtropic ,18.4,1105.5,38.93 ,11.10 ,,,,,51.30 ,6.30 ,,,,,,,Rapeseed straw,,,500.00 ,,625.80 ,,,,8.90 ,,BNPK,10.00 ,Vegetable,90.00 ,10.00 ,11.80 ,0.79 ,3.00 ,19.16 ,3.14 ,3.00 ,1.62 ,0.48 ,,,,,,,,,,,,,,,,,165.68 ,120.35 ,3.00 ,114.69 ,93.92 ,3.00 ,0.69 ,-0.37 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.34 ,0.25 ,3.00 ,6.28 ,0.34 ,3.00 ,0.99 ,-0.01 ,259.02 ,37.82 ,3.00 ,222.82 ,22.75 ,3.00 ,0.86 ,-0.15 ,,,,,,,,,15.28 ,1.78 ,3.00 ,22.28 ,1.38 ,3.00 ,1.46 ,0.38 ,46180.00 ,4720.00 ,3.00 ,60060.00 ,8900.00 ,3.00 ,1.30 ,0.26 ,1.44 ,1.57 ,3.00 ,-0.58 ,0.77 ,3.00 ,,,3.53 ,1.52 ,3.00 ,7.70 ,1.83 ,3.00 ,2.18 ,0.78 ,47267.94 ,2363.40 ,3.00 ,62340.10 ,3117.01 ,3.00 ,1.32 ,0.28 ,3093.45 ,154.67 ,3.00 ,2798.03 ,139.90 ,3.00 ,0.90 ,-0.10 ,
98,98_2,Le Qi,"Biochar application increased methane emission, soil carbon storage and net
ecosystem carbon budget in a 2-year vegetable¨Crice rotation",2020,China,106.40 ,29.80 ,Subtropic ,18.4,1105.5,38.93 ,11.10 ,,,,,51.30 ,6.30 ,,,,,,,Rapeseed straw,,,500.00 ,,625.80 ,,,,8.90 ,,BNPK,10.00 ,Rice,480.00 ,10.00 ,10.56 ,0.75 ,3.00 ,19.92 ,1.12 ,3.00 ,1.89 ,0.63 ,,,,,,,,,,,,,,,,,329.63 ,96.25 ,3.00 ,315.38 ,55.66 ,3.00 ,0.96 ,-0.04 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.51 ,0.09 ,3.00 ,6.70 ,0.11 ,3.00 ,1.03 ,0.03 ,214.85 ,27.05 ,3.00 ,211.96 ,39.17 ,3.00 ,0.99 ,-0.01 ,,,,,,,,,7.68 ,0.39 ,3.00 ,8.76 ,0.56 ,3.00 ,1.14 ,0.13 ,26170.00 ,2940.00 ,3.00 ,41140.00 ,4380.00 ,3.00 ,1.57 ,0.45 ,177.97 ,36.05 ,3.00 ,131.18 ,53.48 ,3.00 ,0.74 ,-0.31 ,0.30 ,0.20 ,3.00 ,2.16 ,0.54 ,3.00 ,7.20 ,1.97 ,30708.65 ,1535.43 ,3.00 ,45063.18 ,2253.16 ,3.00 ,1.47 ,0.38 ,3998.52 ,199.93 ,3.00 ,5144.20 ,257.21 ,3.00 ,1.29 ,0.25 ,
99,99_1,Li Zhengdong,Effects of Biochar-Based Fertilizers on Wheat Yield and Greenhouse Gases Emissions,2015,China,120.92 ,31.59 ,Subtropic,15.4,1054,41.50 ,17.29 ,1.60 ,,,,,7.30 ,,,Clay,,,,Maize straw,,,450.00 ,,457.61 ,14.53 ,0.36 ,31.49 ,10.36 ,,BPK,3.00 ,Wheat,175.00 ,15.00 ,,,,,,,,,17.29 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.57 ,0.13 ,3.00 ,3.45 ,0.25 ,3.00 ,1.34 ,0.29 ,4767.40 ,508.70 ,3.00 ,5917.50 ,479.90 ,3.00 ,1.24 ,0.22 ,2.40 ,2.49 ,3.00 ,-0.38 ,3.80 ,3.00 ,-0.16 ,,7.98 ,0.57 ,3.00 ,3.51 ,0.51 ,3.00 ,0.44 ,-0.82 ,2438.30 ,162.00 ,3.00 ,1035.50 ,244.60 ,3.00 ,0.42 ,-0.86 ,114.90 ,31.50 ,3.00 ,149.40 ,24.60 ,3.00 ,1.30 ,0.26 ,
99,99_1,Li Zhengdong,Effects of Biochar-Based Fertilizers on Wheat Yield and Greenhouse Gases Emissions,2015,China,120.92 ,31.59 ,Subtropic,15.4,1054,41.50 ,17.29 ,1.60 ,,,,,7.30 ,,,Clay,,,,Rice straw,,,450.00 ,,332.45 ,8.90 ,1.10 ,37.35 ,9.79 ,,BPK,3.00 ,Wheat,175.00 ,15.00 ,,,,,,,,,17.29 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.57 ,0.13 ,3.00 ,3.40 ,0.35 ,3.00 ,1.32 ,0.28 ,4767.40 ,508.70 ,3.00 ,5109.70 ,573.80 ,3.00 ,1.07 ,0.07 ,2.40 ,2.49 ,3.00 ,-1.05 ,3.18 ,3.00 ,-0.44 ,,7.98 ,0.57 ,3.00 ,3.30 ,1.19 ,3.00 ,0.41 ,-0.88 ,2438.30 ,162.00 ,3.00 ,957.00 ,343.00 ,3.00 ,0.39 ,-0.94 ,474.10 ,31.50 ,3.00 ,124.20 ,47.00 ,3.00 ,0.26 ,-1.34 ,
99,99_1,Li Zhengdong,Effects of Biochar-Based Fertilizers on Wheat Yield and Greenhouse Gases Emissions,2015,China,120.92 ,31.59 ,Subtropic,15.4,1054,41.50 ,17.29 ,1.60 ,,,,,7.30 ,,,Clay,,,,peanut hull,,,450.00 ,,340.98 ,8.92 ,0.32 ,38.23 ,9.86 ,,BPK,3.00 ,Wheat,175.00 ,15.00 ,,,,,,,,,17.29 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.57 ,0.13 ,3.00 ,3.48 ,0.08 ,3.00 ,1.35 ,0.30 ,4767.40 ,508.70 ,3.00 ,5030.30 ,609.70 ,3.00 ,1.06 ,0.05 ,2.40 ,2.49 ,3.00 ,-0.64 ,1.26 ,3.00 ,-0.27 ,,7.98 ,0.57 ,3.00 ,2.76 ,0.34 ,3.00 ,0.35 ,-1.06 ,2438.30 ,162.00 ,3.00 ,807.10 ,133.50 ,3.00 ,0.33 ,-1.11 ,474.10 ,31.50 ,3.00 ,106.80 ,11.90 ,3.00 ,0.23 ,-1.49 ,
99,99_1,Li Zhengdong,Effects of Biochar-Based Fertilizers on Wheat Yield and Greenhouse Gases Emissions,2015,China,120.92 ,31.59 ,Subtropic,15.4,1054,41.50 ,17.29 ,1.60 ,,,,,7.30 ,,,Clay,,,,Domestic waste,,,450.00 ,,295.34 ,9.46 ,0.06 ,31.22 ,7.74 ,,BPK,3.00 ,Wheat,175.00 ,15.00 ,,,,,,,,,17.29 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.57 ,0.13 ,3.00 ,3.10 ,0.05 ,3.00 ,1.21 ,0.19 ,4767.40 ,508.70 ,3.00 ,5289.30 ,217.70 ,3.00 ,1.11 ,0.10 ,2.40 ,2.49 ,3.00 ,0.54 ,0.35 ,3.00 ,0.23 ,-1.49 ,7.98 ,0.57 ,3.00 ,3.10 ,0.76 ,3.00 ,0.39 ,-0.95 ,2438.30 ,162.00 ,3.00 ,936.50 ,233.50 ,3.00 ,0.38 ,-0.96 ,474.10 ,31.50 ,3.00 ,127.30 ,0.60 ,3.00 ,0.27 ,-1.31 ,
99,99_1,Li Zhengdong,Effects of Biochar-Based Fertilizers on Wheat Yield and Greenhouse Gases Emissions,2015,China,120.92 ,31.59 ,Subtropic,15.4,1054,41.50 ,17.29 ,1.60 ,,,,,7.30 ,,,Clay,,,,Maize straw,,,450.00 ,,520.68 ,10.61 ,0.14 ,49.07 ,10.31 ,,BPK,3.00 ,Wheat,175.00 ,15.00 ,,,,,,,,,17.29 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.57 ,0.13 ,3.00 ,3.45 ,0.10 ,3.00 ,1.34 ,0.29 ,4767.40 ,508.70 ,3.00 ,5826.70 ,1101.80 ,3.00 ,1.22 ,0.20 ,2.40 ,2.49 ,3.00 ,2.31 ,1.17 ,3.00 ,0.96 ,-0.04 ,7.98 ,0.57 ,3.00 ,2.91 ,0.49 ,3.00 ,0.36 ,-1.01 ,2438.30 ,162.00 ,3.00 ,925.20 ,124.70 ,3.00 ,0.38 ,-0.97 ,474.10 ,31.50 ,3.00 ,142.50 ,6.10 ,3.00 ,0.30 ,-1.20 ,
99,99_1,Li Zhengdong,Effects of Biochar-Based Fertilizers on Wheat Yield and Greenhouse Gases Emissions,2015,China,120.92 ,31.59 ,Subtropic,15.4,1054,41.50 ,17.29 ,1.60 ,,,,,7.30 ,,,Clay,,,,Wheat straw,,,450.00 ,,392.45 ,7.74 ,0.16 ,50.70 ,9.64 ,,BPK,3.00 ,Wheat,175.00 ,15.00 ,,,,,,,,,17.29 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.57 ,0.13 ,3.00 ,3.05 ,0.05 ,3.00 ,1.19 ,0.17 ,4767.40 ,508.70 ,3.00 ,5558.80 ,969.60 ,3.00 ,1.17 ,0.15 ,2.40 ,2.49 ,3.00 ,0.81 ,2.39 ,3.00 ,0.34 ,-1.09 ,7.98 ,0.57 ,3.00 ,3.21 ,0.16 ,3.00 ,0.40 ,-0.91 ,2438.30 ,162.00 ,3.00 ,976.10 ,96.20 ,3.00 ,0.40 ,-0.92 ,474.10 ,31.50 ,3.00 ,151.70 ,8.40 ,3.00 ,0.32 ,-1.14 ,
100,100_1,Liang Xiao,Soil properties and the growth of wheat (Triticum aestivum L.) and maize (Zea mays L.) in response to reed (phragmites communis) biochar use in a salt-affected soil in the Yellow River Delta,2020,China,118.81 ,37.92 ,Temperate ,,,,6.30 ,,,2.70 ,27.10 ,0.80 ,8.20 ,1.48 ,,,,,,Reed,1.00 ,,,30.90 ,435.00 ,9.00 ,,48.33 ,9.10 ,,B,3.00 ,Wheat,240.00 ,15.00 ,3.58 ,0.20 ,4.00 ,4.31 ,0.16 ,4.00 ,1.20 ,0.18 ,,,,,,,,,,,,,,,,,,,,,,,,,2.69 ,0.98 ,4.00 ,3.59 ,0.10 ,4.00 ,1.33 ,0.29 ,27.11 ,1.34 ,4.00 ,17.56 ,1.94 ,4.00 ,0.65 ,-0.43 ,0.59 ,0.04 ,4.00 ,2.04 ,0.34 ,4.00 ,3.46 ,1.24 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.29 ,0.08 ,4.00 ,0.07 ,0.00 ,4.00 ,0.05 ,-2.91 ,7.87 ,0.02 ,4.00 ,7.76 ,0.10 ,4.00 ,0.99 ,-0.01 ,,,,,,,,,,,,,,,,,1.57 ,0.65 ,4.00 ,3.13 ,0.09 ,4.00 ,1.99 ,0.69 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,100_1,Liang Xiao,Soil properties and the growth of wheat (Triticum aestivum L.) and maize (Zea mays L.) in response to reed (phragmites communis) biochar use in a salt-affected soil in the Yellow River Delta,2020,China,118.81 ,37.92 ,Temperate ,,,,6.30 ,,,2.70 ,27.10 ,0.80 ,8.20 ,1.48 ,,,,,,Reed,1.00 ,,,30.90 ,435.00 ,9.00 ,,48.33 ,9.10 ,,B,6.00 ,Wheat,240.00 ,15.00 ,3.58 ,0.20 ,4.00 ,4.81 ,1.06 ,4.00 ,1.34 ,0.29 ,,,,,,,,,,,,,,,,,,,,,,,,,2.69 ,0.98 ,4.00 ,4.20 ,0.48 ,4.00 ,1.56 ,0.45 ,27.11 ,1.34 ,4.00 ,13.87 ,0.20 ,4.00 ,0.51 ,-0.67 ,0.59 ,0.04 ,4.00 ,1.99 ,0.14 ,4.00 ,3.37 ,1.22 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.29 ,0.08 ,4.00 ,0.07 ,0.00 ,4.00 ,0.05 ,-2.91 ,7.87 ,0.02 ,4.00 ,7.48 ,0.40 ,4.00 ,0.95 ,-0.05 ,,,,,,,,,,,,,,,,,1.57 ,0.65 ,4.00 ,3.46 ,0.65 ,4.00 ,2.20 ,0.79 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,100_1,Liang Xiao,Soil properties and the growth of wheat (Triticum aestivum L.) and maize (Zea mays L.) in response to reed (phragmites communis) biochar use in a salt-affected soil in the Yellow River Delta,2020,China,118.81 ,37.92 ,Temperate ,,,,6.30 ,,,2.70 ,27.10 ,0.80 ,8.20 ,1.48 ,,,,,,Reed,1.00 ,,,30.90 ,435.00 ,9.00 ,,48.33 ,9.10 ,,B,12.00 ,Wheat,240.00 ,15.00 ,3.58 ,0.20 ,4.00 ,5.95 ,0.32 ,4.00 ,1.66 ,0.51 ,,,,,,,,,,,,,,,,,,,,,,,,,2.69 ,0.98 ,4.00 ,3.59 ,0.10 ,4.00 ,1.33 ,0.29 ,27.11 ,1.34 ,4.00 ,8.95 ,1.10 ,4.00 ,0.33 ,-1.11 ,0.59 ,0.04 ,4.00 ,2.31 ,0.08 ,4.00 ,3.92 ,1.36 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.29 ,0.08 ,4.00 ,0.07 ,0.01 ,4.00 ,0.05 ,-2.91 ,7.87 ,0.02 ,4.00 ,7.61 ,0.28 ,4.00 ,0.97 ,-0.03 ,,,,,,,,,,,,,,,,,1.57 ,0.65 ,4.00 ,3.44 ,0.43 ,4.00 ,2.18 ,0.78 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,100_1,Liang Xiao,Soil properties and the growth of wheat (Triticum aestivum L.) and maize (Zea mays L.) in response to reed (phragmites communis) biochar use in a salt-affected soil in the Yellow River Delta,2020,China,118.81 ,37.92 ,Temperate ,,,,6.30 ,,,2.70 ,27.10 ,0.80 ,8.20 ,1.48 ,,,,,,Reed,1.00 ,,,30.90 ,435.00 ,9.00 ,,48.33 ,9.10 ,,BNPK,3.00 ,Wheat,240.00 ,15.00 ,3.58 ,0.20 ,4.00 ,4.34 ,0.63 ,4.00 ,1.21 ,0.19 ,,,,,,,,,,,,,,,,,,,,,,,,,2.69 ,0.98 ,4.00 ,3.03 ,1.42 ,4.00 ,1.13 ,0.12 ,27.11 ,1.34 ,4.00 ,26.05 ,41.70 ,4.00 ,0.96 ,-0.04 ,0.59 ,0.04 ,4.00 ,0.59 ,0.30 ,4.00 ,1.00 ,0.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.29 ,0.08 ,4.00 ,0.07 ,0.01 ,4.00 ,0.05 ,-2.91 ,7.87 ,0.02 ,4.00 ,7.58 ,0.04 ,4.00 ,0.96 ,-0.04 ,,,,,,,,,,,,,,,,,1.57 ,0.65 ,4.00 ,3.62 ,0.13 ,4.00 ,2.30 ,0.83 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,100_1,Liang Xiao,Soil properties and the growth of wheat (Triticum aestivum L.) and maize (Zea mays L.) in response to reed (phragmites communis) biochar use in a salt-affected soil in the Yellow River Delta,2020,China,118.81 ,37.92 ,Temperate ,,,,6.30 ,,,2.70 ,27.10 ,0.80 ,8.20 ,1.48 ,,,,,,Reed,1.00 ,,,30.90 ,435.00 ,9.00 ,,48.33 ,9.10 ,,BNPK,6.00 ,Wheat,240.00 ,15.00 ,3.58 ,0.20 ,4.00 ,5.30 ,0.71 ,4.00 ,1.48 ,0.39 ,,,,,,,,,,,,,,,,,,,,,,,,,2.69 ,0.98 ,4.00 ,4.83 ,1.44 ,4.00 ,1.80 ,0.59 ,27.11 ,1.34 ,4.00 ,28.71 ,11.28 ,4.00 ,1.06 ,0.06 ,0.59 ,0.04 ,4.00 ,2.28 ,0.80 ,4.00 ,3.86 ,1.35 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.29 ,0.08 ,4.00 ,0.07 ,0.00 ,4.00 ,0.05 ,-2.91 ,7.87 ,0.02 ,4.00 ,7.42 ,0.36 ,4.00 ,0.94 ,-0.06 ,,,,,,,,,,,,,,,,,1.57 ,0.65 ,4.00 ,4.28 ,0.19 ,4.00 ,2.72 ,1.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,100_1,Liang Xiao,Soil properties and the growth of wheat (Triticum aestivum L.) and maize (Zea mays L.) in response to reed (phragmites communis) biochar use in a salt-affected soil in the Yellow River Delta,2020,China,118.81 ,37.92 ,Temperate ,,,,6.30 ,,,2.70 ,27.10 ,0.80 ,8.20 ,1.48 ,,,,,,Reed,1.00 ,,,30.90 ,435.00 ,9.00 ,,48.33 ,9.10 ,,BNPK,12.00 ,Wheat,240.00 ,15.00 ,3.58 ,0.20 ,4.00 ,5.10 ,0.85 ,4.00 ,1.42 ,0.35 ,,,,,,,,,,,,,,,,,,,,,,,,,2.69 ,0.98 ,4.00 ,7.85 ,5.60 ,4.00 ,2.92 ,1.07 ,27.11 ,1.34 ,4.00 ,15.41 ,18.96 ,4.00 ,0.57 ,-0.56 ,0.59 ,0.04 ,4.00 ,4.09 ,1.06 ,4.00 ,6.93 ,1.94 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.29 ,0.08 ,4.00 ,0.07 ,0.00 ,4.00 ,0.05 ,-2.91 ,7.87 ,0.02 ,4.00 ,7.61 ,0.40 ,4.00 ,0.97 ,-0.03 ,,,,,,,,,,,,,,,,,1.57 ,0.65 ,4.00 ,4.57 ,0.54 ,4.00 ,2.90 ,1.07 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,100_2,Liang Xiao,Soil properties and the growth of wheat (Triticum aestivum L.) and maize (Zea mays L.) in response to reed (phragmites communis) biochar use in a salt-affected soil in the Yellow River Delta,2020,China,118.81 ,37.92 ,Temperate ,,,,6.30 ,,,2.70 ,27.10 ,0.80 ,8.20 ,1.48 ,,,,,,Reed,1.00 ,,,30.90 ,435.00 ,9.00 ,,48.33 ,9.10 ,,B,3.00 ,Maize,105.00 ,15.00 ,3.98 ,0.34 ,4.00 ,4.64 ,0.80 ,4.00 ,1.16 ,0.15 ,,,,,,,,,,,,,,,,,,,,,,,,,4.18 ,0.12 ,4.00 ,2.17 ,0.18 ,4.00 ,0.52 ,-0.66 ,1.21 ,0.46 ,4.00 ,1.07 ,0.16 ,4.00 ,0.88 ,-0.12 ,0.52 ,0.02 ,4.00 ,0.73 ,0.12 ,4.00 ,1.40 ,0.34 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.40 ,0.14 ,4.00 ,0.23 ,0.01 ,4.00 ,0.04 ,-3.16 ,8.07 ,0.06 ,4.00 ,7.94 ,0.06 ,4.00 ,0.98 ,-0.02 ,,,,,,,,,,,,,,,,,2.82 ,0.55 ,4.00 ,5.51 ,0.34 ,4.00 ,1.95 ,0.67 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
