Country,Longitude,Latitude,ClimateZone,Temperature,Precipitation,SOC_initial,TN_initial,TP_initial,NH4_N_initial,NO3_N_initial,OlsenP_initial,pH_initial,BD_initial,CEC_initial,Texture_initial,Sand_initial,Silt _initial,Clay_initial,Type_biochar,ParticleSize_biochar,BD_biochar,PyrolysisTemperature_biochar,Ash_biochar,C_biochar,N_biochar,P_biochar,CNRatio_biochar,pH_biochar,CEC_biochar,Treatment,BiocharAddition,CropType,TrialDuration,SoilDepth,SOC_T,TN_T,CNRatio_T,DOC_T,NH4_N_T,NO3_N_T,OlsenP_T,CEC_T,K_T,Ca_T,Mg_T,Na_T,pH_T,SMBC_T,SMBN_T,CropYield_T,CO2_T,CH4_T,N2O_T,GWP_T,GHGI_T
Spain,-4.7,37.9,Temperate,10.95,553.0,9.0,0.8,,,,,6.5,,10.1,Loamy sand,80.0,14.0,6.0,Wheat straw,,,450.00 ,,628.0,8.0,0.8,78.5,11.0,47.0,B,11.25,Wheat,60.0,20.0,,,,,,,,,,,,,,,,4.18,,,,,
Spain,-4.7,37.9,Temperate,10.95,553.0,9.0,0.8,,,,,6.5,,10.1,Loamy sand,80.0,14.0,6.0,Wheat straw,2.0,,370.00 ,,628.0,8.0,0.8,78.5,11.0,47.0,BN,11.25,Wheat,60.0,20.0,,,,,,,,,,,,,,,,1.9,,,,,
Spain,-4.7,37.9,Temperate,10.95,553.0,9.0,0.8,,,,,6.5,,10.1,Loamy sand,80.0,14.0,6.0,Wheat straw,2.0,,370.00 ,,628.0,8.0,0.8,78.5,11.0,47.0,BN,11.25,Wheat,60.0,20.0,,,,,,,,,,,,,,,,2.53,,,,,
Spain,-4.7,37.9,Temperate,10.95,553.0,9.0,0.8,,,,,6.5,,10.1,Loamy sand,80.0,14.0,6.0,Wheat straw,2.0,,370.00 ,,628.0,8.0,0.8,78.5,11.0,47.0,BN,22.5,Wheat,60.0,20.0,,,,,,,,,,,,,,,,7.2,,,,,
Spain,-4.7,37.9,Temperate,10.95,553.0,9.0,0.8,,,,,6.5,,10.1,Loamy sand,80.0,14.0,6.0,Wheat straw,2.0,,370.00 ,,628.0,8.0,0.8,78.5,11.0,47.0,BN,22.5,Wheat,60.0,20.0,,,,,,,,,,,,,,,,6.43,,,,,
Spain,-4.7,37.9,Temperate,10.95,553.0,9.0,0.8,,,,,6.5,,10.1,Loamy sand,80.0,14.0,6.0,Wheat straw,,,450.00 ,,628.0,8.0,0.8,78.5,11.0,47.0,B,22.5,Wheat,60.0,20.0,,,,,,,,,,,,,,,,7.84,,,,,
Kenya,35.57,0.23,Tropic,19.0,1837.0,,,,,,,,,,Clay,,,,Wood,,,450.00 ,,851.0,2.2,0.3,387.0,9.4,,B,6.0,Maize,120.0,15.0,,,,,,,,,,,,,,,,6.19,,,,,
Kenya,35.57,0.23,Tropic,19.0,1837.0,,,,,,,,,,Sand,,,,Wood,,,450.00 ,,851.0,2.2,0.3,387.0,9.4,,B,6.0,Maize,120.0,15.0,,,,,,,,,,,,,,,,6.61,,,,,
Ghana,-54.1,6.1,Tropic,32.0,1000.0,,,,,,,,,,Sandy clay loam,68.7,11.2,20.3,Maize cob,1.0,,300.00 ,,,,,,8.9,,B,22.5,,120.0,,,,,,,,,,2.3,15.9,4.6,1.1,6.05,,,,,,,,
Ghana,-54.1,6.1,Tropic,32.0,1000.0,,,,,,,,,,Sandy clay loam,68.7,11.2,20.3,Maize cob,1.0,,450.00 ,,,,,,9.4,,B,22.5,,120.0,,,,,,,,,,4.3,16.8,7.9,1.4,6.34,,,,,,,,
Ghana,-54.1,6.1,Tropic,32.0,1000.0,,,,,,,,,,Sandy clay loam,68.7,11.2,20.3,Maize cob,1.0,,600.00 ,,,,,,10.3,,B,22.5,,120.0,,,,,,,,,,5.5,17.3,11.0,1.4,6.41,,,,,,,,
Ghana,-54.1,6.1,Tropic,32.0,1000.0,,,,,,,,,,Sandy clay loam,68.7,11.2,20.3,Rice husk,1.0,,300.00 ,,,,,,7.1,,B,22.5,,120.0,,,,,,,,,,2.0,15.3,4.5,1.3,5.65,,,,,,,,
Ghana,-54.1,6.1,Tropic,32.0,1000.0,,,,,,,,,,Sandy clay loam,68.7,11.2,20.3,Rice husk,1.0,,450.00 ,,,,,,7.8,,B,22.5,,120.0,,,,,,,,,,2.6,16.2,6.8,1.3,5.99,,,,,,,,
Ghana,-54.1,6.1,Tropic,32.0,1000.0,,,,,,,,,,Sandy clay loam,68.7,11.2,20.3,Rice husk,1.0,,600.00 ,,,,,,9.5,,B,22.5,,120.0,,,,,,,,,,4.2,17.0,10.0,1.5,6.22,,,,,,,,
Ghana,-2.3,5.1,Tropic,30.0,2000.0,,,,,,,,,,Sandy clay loam,64.6,8.0,18.4,Maize cob,1.0,,300.00 ,,,,,,8.9,,B,22.5,,120.0,,,,,,,,,,1.0,5.1,3.5,1.4,5.12,,,,,,,,
Ghana,-2.3,5.1,Tropic,30.0,2000.0,,,,,,,,,,Sandy clay loam,64.6,8.0,18.4,Maize cob,1.0,,450.00 ,,,,,,9.4,,B,22.5,,120.0,,,,,,,,,,2.7,5.4,4.5,1.7,5.31,,,,,,,,
Ghana,-2.3,5.1,Tropic,30.0,2000.0,,,,,,,,,,Sandy clay loam,64.6,8.0,18.4,Maize cob,1.0,,600.00 ,,,,,,10.3,,B,22.5,,120.0,,,,,,,,,,3.2,5.4,7.2,1.7,5.3,,,,,,,,
Ghana,-2.3,5.1,Tropic,30.0,2000.0,,,,,,,,,,Sandy clay loam,64.6,8.0,18.4,Rice husk,1.0,,300.00 ,,,,,,7.1,,B,22.5,,120.0,,,,,,,,,,1.1,4.6,2.1,1.2,4.99,,,,,,,,
Ghana,-2.3,5.1,Tropic,30.0,2000.0,,,,,,,,,,Sandy clay loam,64.6,8.0,18.4,Rice husk,1.0,,450.00 ,,,,,,7.8,,B,22.5,,120.0,,,,,,,,,,2.0,5.4,3.8,1.5,5.11,,,,,,,,
Ghana,-2.3,5.1,Tropic,30.0,2000.0,,,,,,,,,,Sandy clay loam,64.6,8.0,18.4,Rice husk,1.0,,600.00 ,,,,,,9.5,,B,22.5,,120.0,,,,,,,,,,3.1,5.4,6.6,1.6,5.24,,,,,,,,
Korea,127.04,35.83,Temperate ,8.9,550.0,,7.6,,,,,5.1,,,Clay loam,,,,Rice husk,,,850.00 ,,327.1,2.0,,163.55,8.79,,B,0.04,Rice,130.0,,,,,,,,,,,,,,,,,5.13,,,,,
Korea,127.04,35.83,Temperate ,8.9,550.0,,7.6,,,,,5.1,,,Clay loam,,,,Wood,,,850.00 ,,329.6,0.6,,549.33,9.06,,B,0.04,Rice,130.0,,,,,,,,,,,,,,,,,4.51,,,,,
China,113.85,35.15,Temperate,13.9,656.3,8.45,0.81,,,,38.5,8.05,1.37,16.5,Sandy loam,,,13.1,Wheat straw,,,350.00 ,,486.6,10.5,,46.3,9.6,24.3,BNPK,15.0,Maize,,15.0,8.75,0.88,9.94,,,,29.02,,,,,,8.08,,,11.13,2801.2,0.15,2.93,7.893198869544609,240.61
China,113.85,35.15,Temperate,13.9,656.3,8.45,0.81,,,,38.5,8.05,1.37,16.5,Sandy loam,,,13.1,Wheat straw,,,350.00 ,,486.6,10.5,,46.3,9.6,24.3,BNPK,30.0,Maize,,15.0,8.82,0.91,9.69,,,,27.81,,,,,,8.06,,,11.83,2618.9,0.11,3.17,7.893198869544609,226.37
China,113.85,35.15,Temperate,13.9,656.3,8.45,0.81,,,,38.5,8.05,1.37,16.5,Sandy loam,,,13.1,Wheat straw,,,350.00 ,,486.6,10.5,,46.3,9.6,24.3,BNPK,45.0,Maize,,15.0,9.14,0.92,9.93,,,,50.35,,,,,,8.04,,,12.4,2537.8,0.14,2.87,7.893198869544609,215.97
USA,-83.38,33.95,Subtropic,16.0,1145.0,4.3,0.2,,,,,6.41,,,Loamy sand,,,,peanut hull,,,400.00 ,,728.47,19.0,2.18,38.0,10.12,,B,11.0,Maize,730.0,15.0,,0.42,,,,,,,,7.73,1.38,,6.47,,,3.05,,,,,
USA,-83.38,33.95,Subtropic,16.0,1145.0,4.3,0.2,,,,,6.41,,,Loamy sand,,,,peanut hull,,,400.00 ,,728.47,19.0,2.18,38.0,10.12,,B,22.0,Maize,730.0,15.0,,0.42,,,,,,,,8.08,1.45,,6.66,,,6.07,,,,,
USA,-83.38,33.95,Subtropic,16.0,1145.0,4.3,0.2,,,,,6.41,,,Loamy sand,,,,peanut hull,,,400.00 ,,728.47,19.0,2.18,38.0,10.12,,B,11.0,Maize,730.0,15.0,,0.51,,,,,,,,7.85,1.66,,6.02,,,13.42,,,,,
USA,-83.38,33.95,Subtropic,16.0,1145.0,4.3,0.2,,,,,6.41,,,Loamy sand,,,,peanut hull,,,400.00 ,,728.47,19.0,2.18,38.0,10.12,,B,22.0,Maize,730.0,15.0,,0.44,,,,,,,,8.13,1.66,,6.34,,,11.68,,,,,
USA,-83.38,33.95,Subtropic,16.0,1145.0,4.3,0.2,,,,,6.41,,,Loamy sand,,,,peanut hull,,,400.00 ,,728.47,19.0,2.18,38.0,10.12,,B,11.0,Maize,730.0,15.0,,0.51,,,,,,,,7.08,1.3,,6.46,,,0.93,,,,,
USA,-83.38,33.95,Subtropic,16.0,1145.0,4.3,0.2,,,,,6.41,,,Loamy sand,,,,peanut hull,,,400.00 ,,728.47,19.0,2.18,38.0,10.12,,B,22.0,Maize,730.0,15.0,,0.32,,,,,,,,6.98,1.04,,6.39,,,1.36,,,,,
USA,-83.38,33.95,Subtropic,16.0,1145.0,4.3,0.2,,,,,6.41,,,Loamy sand,,,,peanut hull,,,400.00 ,,728.47,19.0,2.18,38.0,10.12,,B,11.0,Maize,730.0,15.0,,0.39,,,,,,,,7.45,1.51,,6.47,,,8.55,,,,,
USA,-83.38,33.95,Subtropic,16.0,1145.0,4.3,0.2,,,,,6.41,,,Loamy sand,,,,peanut hull,,,400.00 ,,728.47,19.0,2.18,38.0,10.12,,B,22.0,Maize,730.0,15.0,,0.46,,,,,,,,7.45,1.45,,6.66,,,8.09,,,,,
USA,-83.38,33.95,Subtropic,16.0,1145.0,4.3,0.2,,,,,6.41,,,Loamy sand,,,,Pine chip,,,400.00 ,,769.93,1.7,0.58,453.0,7.54,,B,11.0,Maize,730.0,15.0,,0.42,,,,,,,,,,,6.02,,,3.41,,,,,
USA,-83.38,33.95,Subtropic,16.0,1145.0,4.3,0.2,,,,,6.41,,,Loamy sand,,,,Pine chip,,,400.00 ,,769.93,1.7,0.58,453.0,7.54,,B,22.0,Maize,730.0,15.0,,0.42,,,,,,,,,,,6.34,,,3.13,,,,,
USA,-83.38,33.95,Subtropic,16.0,1145.0,4.3,0.2,,,,,6.41,,,Loamy sand,,,,Pine chip,,,400.00 ,,769.93,1.7,0.58,453.0,7.54,,B,11.0,Maize,730.0,15.0,,0.51,,,,,,,,,,,6.46,,,14.52,,,,,
USA,-83.38,33.95,Subtropic,16.0,1145.0,4.3,0.2,,,,,6.41,,,Loamy sand,,,,Pine chip,,,400.00 ,,769.93,1.7,0.58,453.0,7.54,,B,22.0,Maize,730.0,15.0,,0.44,,,,,,,,,,,6.39,,,13.65,,,,,
USA,-83.38,33.95,Subtropic,16.0,1145.0,4.3,0.2,,,,,6.41,,,Loamy sand,,,,Pine chip,,,400.00 ,,769.93,1.7,0.58,453.0,7.54,,B,11.0,Maize,730.0,15.0,,0.51,,,,,,,,,,,6.34,,,0.74,,,,,
USA,-83.38,33.95,Subtropic,16.0,1145.0,4.3,0.2,,,,,6.41,,,Loamy sand,,,,Pine chip,,,400.00 ,,769.93,1.7,0.58,453.0,7.54,,B,22.0,Maize,730.0,15.0,,0.32,,,,,,,,,,,6.46,,,0.81,,,,,
USA,-83.38,33.95,Subtropic,16.0,1145.0,4.3,0.2,,,,,6.41,,,Loamy sand,,,,Pine chip,,,400.00 ,,769.93,1.7,0.58,453.0,7.54,,B,11.0,Maize,730.0,15.0,,0.39,,,,,,,,,,,6.39,,,10.69,,,,,
USA,-83.38,33.95,Subtropic,16.0,1145.0,4.3,0.2,,,,,6.41,,,Loamy sand,,,,Pine chip,,,400.00 ,,769.93,1.7,0.58,453.0,7.54,,B,22.0,Maize,730.0,15.0,,0.46,,,,,,,,,,,6.47,,,8.87,,,,,
Colombia ,-72.6,14.17,Tropic,26.0,2870.0,20.0,1.3,,,,,3.9,,11.0,Clay,,,,Wood,,,500.00 ,,729.0,7.6,0.3,120.0,9.2,11.2,B,8.0,Maize,1460.0,30.0,,,,,,,,,,,,,,,,4.92,,,,,
Colombia ,-72.6,14.17,Tropic,26.0,2870.0,20.0,1.3,,,,,3.9,,11.0,Clay,,,,Wood,,,500.00 ,,729.0,7.6,0.3,120.0,9.2,11.2,B,20.0,Maize,1460.0,30.0,,,,,,,,,,,,,,,,4.79,,,,,
Colombia ,-72.6,14.17,Tropic,26.0,2870.0,20.0,1.3,,,,,3.9,,11.0,Clay,,,,Wood,,,500.00 ,,729.0,7.6,0.3,120.0,9.2,11.2,B,8.0,Maize,1460.0,30.0,,,,,,,,,,,,,,,,5.97,,,,,
Colombia ,-72.6,14.17,Tropic,26.0,2870.0,20.0,1.3,,,,,3.9,,11.0,Clay,,,,Wood,,,500.00 ,,729.0,7.6,0.3,120.0,9.2,11.2,B,20.0,Maize,1460.0,30.0,,,,,,,,,,,,,,,,6.44,,,,,
Colombia ,-72.6,14.17,Tropic,26.0,2870.0,20.0,1.3,,,,,3.9,,11.0,Clay,,,,Wood,,,500.00 ,,729.0,7.6,0.3,120.0,9.2,11.2,B,8.0,Maize,1460.0,30.0,,,,,,,,,,,,,,,,6.65,,,,,
Colombia ,-72.6,14.17,Tropic,26.0,2870.0,20.0,1.3,,,,,3.9,,11.0,Clay,,,,Wood,,,500.00 ,,729.0,7.6,0.3,120.0,9.2,11.2,B,20.0,Maize,1460.0,30.0,,,,,,,,,,,,,,,,7.5,,,,,
Colombia ,-72.6,14.17,Tropic,26.0,2870.0,20.0,1.3,,,,,3.9,,11.0,Clay,,,,Wood,,,500.00 ,,729.0,7.6,0.3,120.0,9.2,11.2,B,8.0,Maize,1460.0,30.0,,,,,,,,,,,,,,,,3.14,,,,,
Colombia ,-72.6,14.17,Tropic,26.0,2870.0,20.0,1.3,,,,,3.9,,11.0,Clay,,,,Wood,,,500.00 ,,729.0,7.6,0.3,120.0,9.2,11.2,B,20.0,Maize,1460.0,30.0,,,,,,,,,,,,,,,,4.45,,,,,
China,119.0,32.0,Subtropic,16.0,1236.0,17.4,2.0,,,,,5.8,1.0,,Silty clay,3.5,69.4,27.1,Maize straw,4.0,,400.00 ,,511.3,13.4,2.5,38.16,9.6,,BN,20.0,Vegetable,101.0,20.0,,,,,,,,,,,,,,,,5.06,,0.57,2.4,6.593660782578523,144.16
China,119.0,32.0,Subtropic,16.0,1236.0,17.4,2.0,,,,,5.8,1.0,,Silty clay,3.5,69.4,27.1,Maize straw,4.0,,400.00 ,,511.3,13.4,2.5,38.16,9.6,,BN,40.0,Vegetable,101.0,20.0,,,,,,,,,,,,,,,,4.32,,0.77,3.1,6.850179130844541,218.3
China,119.0,32.0,Subtropic,16.0,1236.0,17.4,2.0,,,,,5.8,1.0,,Silty clay,3.5,69.4,27.1,Maize straw,4.0,,400.00 ,,511.3,13.4,2.5,38.16,9.6,,BNPKM,30.0,Vegetable,101.0,20.0,,,,,,,,,,,,,,,,5.02,,1.04,2.1,4.189654742026425,12.95
China,119.0,32.0,Subtropic,16.0,1236.0,17.4,2.0,,,,,5.8,1.0,,Silty clay,3.5,69.4,27.1,Maize straw,4.0,,400.00 ,,511.3,13.4,2.5,38.16,9.6,,BNPKM,30.0,Vegetable,101.0,20.0,,,,,,,,,,,,,,,,6.0,,1.29,1.9,4.107589788972121,9.97
Japan,134.22,35.52,Temperate,10.95,553.0,1.3,0.21,0.65,,,,6.36,1.5,0.71,Sand,95.0,1.3,3.7,Cow manure,,,500.00 ,,33.61,1.51,8.14,22.26,9.2,4.84,B,10.0,Maize,85.0,15.0,,,,,,,,,,4.9,3.8,,7.1,,,1.33,,,,,
Japan,134.22,35.52,Temperate,10.95,553.0,1.3,0.21,0.65,,,,6.36,1.5,0.71,Sand,95.0,1.3,3.7,Cow manure,,,500.00 ,,33.61,1.51,8.14,22.26,9.2,4.84,B,15.0,Maize,85.0,15.0,,,,,,,,,,5.6,4.4,,7.34,,,3.13,,,,,
Japan,134.22,35.52,Temperate,10.95,553.0,1.3,0.21,0.65,,,,6.36,1.5,0.71,Sand,95.0,1.3,3.7,Cow manure,,,500.00 ,,33.61,1.51,8.14,22.26,9.2,4.84,B,20.0,Maize,85.0,15.0,,,,,,,,,,6.3,5.1,,8.0,,,2.47,,,,,
Australia,151.0,-34.0,Subtropic,16.0,1145.0,,1.3,,,,,5.61,,7.2,Loam,,,,Green Waste,,,450.00 ,,360.0,1.8,0.4,200.0,8.6,,B,10.0,Radish,112.0,15.0,,,,,,,,,,,,,,,,1.9,,,,,
Australia,151.0,-34.0,Subtropic,16.0,1145.0,,1.3,,,,,5.61,,7.2,Loam,,,,Green Waste,,,450.00 ,,360.0,1.8,0.4,200.0,8.6,,B,10.0,Radish,112.0,15.0,,,,,,,,,,,,,,,,2.2,,,,,
Australia,151.0,-34.0,Subtropic,16.0,1145.0,,1.3,,,,,5.61,,7.2,Loam,,,,Green Waste,,,450.00 ,,360.0,1.8,0.4,200.0,8.6,,B,50.0,Radish,112.0,15.0,,,,,,,,,,,,,,,,1.8,,,,,
Australia,151.0,-34.0,Subtropic,16.0,1145.0,,1.3,,,,,5.61,,7.2,Loam,,,,Green Waste,,,450.00 ,,360.0,1.8,0.4,200.0,8.6,,BN,50.0,Radish,112.0,15.0,,,,,,,,,,,,,,,,6.7,,,,,
Australia,151.0,-34.0,Subtropic,16.0,1145.0,,1.3,,,,,5.61,,7.2,Loam,,,,Green Waste,,,450.00 ,,360.0,1.8,0.4,200.0,8.6,,BN,100.0,Radish,112.0,15.0,,,,,,,,,,,,,,,,2.47,,,,,
Australia,151.0,-34.0,Subtropic,16.0,1145.0,,1.3,,,,,5.61,,7.2,Loam,,,,Green Waste,,,450.00 ,,360.0,1.8,0.4,200.0,8.6,,BN,100.0,Radish,112.0,15.0,,,,,,,,,,,,,,,,8.06,,,,,
Australia,151.0,-34.0,Subtropic,16.0,1145.0,19.7,2.3,,,,,5.52,,,Loam,,,,Poultry litter,,,450.00 ,,380.0,20.0,11.6,19.0,9.9,,B,10.0,Radish,180.0,15.0,,,,,,,,,5.5,73.0,22.8,,,,,4.79,,,,,
Australia,151.0,-34.0,Subtropic,16.0,1145.0,19.7,2.3,,,,,5.52,,,Loam,,,,Poultry litter,,,450.00 ,,330.0,8.5,1.8,39.0,13.0,,B,25.0,Radish,180.0,15.0,,,,,,,,,,87.8,,,,,,5.11,,,,,
Australia,151.0,-34.0,Subtropic,16.0,1145.0,19.7,2.3,,,,,5.52,,,Loam,,,,Poultry litter,,,450.00 ,,380.0,20.0,11.6,19.0,9.9,,B,50.0,Radish,180.0,15.0,,,,,,,,,16.8,82.5,34.8,,,,,6.27,,,,,
Australia,151.0,-34.0,Subtropic,16.0,1145.0,19.7,2.3,,,,,5.52,,,Loam,,,,Poultry litter,,,450.00 ,,380.0,20.0,11.6,19.0,9.9,,B,25.0,Radish,180.0,15.0,,,,,,,,,9.0,73.0,27.5,,,,,5.42,,,,,
Australia,151.0,-34.0,Subtropic,16.0,1145.0,19.7,2.3,,,,,5.52,,,Loam,,,,Poultry litter,,,450.00 ,,330.0,8.5,1.8,39.0,13.0,,B,10.0,Radish,180.0,15.0,,,,,,,,,,87.8,,,,,,4.48,,,,,
Australia,151.0,-34.0,Subtropic,16.0,1145.0,19.7,2.3,,,,,5.52,,,Loam,,,,Poultry litter,,,450.00 ,,330.0,8.5,1.8,39.0,13.0,,B,50.0,Radish,180.0,15.0,,,,,,,,,,82.5,,,,,,6.53,,,,,
Australia,151.0,-34.0,Subtropic,16.0,1145.0,19.7,2.3,,,,,5.52,,,Loam,,,,Poultry litter,,,450.00 ,,380.0,20.0,11.6,19.0,9.9,,BN,10.0,Radish,180.0,15.0,,,,,,,,,5.9,94.3,24.0,,,,,8.24,,,,,
Australia,151.0,-34.0,Subtropic,16.0,1145.0,19.7,2.3,,,,,5.52,,,Loam,,,,Poultry litter,,,450.00 ,,380.0,20.0,11.6,19.0,9.9,,BN,25.0,Radish,180.0,15.0,,,,,,,,,8.5,125.0,29.0,,,,,9.43,,,,,
Australia,151.0,-34.0,Subtropic,16.0,1145.0,19.7,2.3,,,,,5.52,,,Loam,,,,Poultry litter,,,450.00 ,,380.0,20.0,11.6,19.0,9.9,,BN,50.0,Radish,180.0,15.0,,,,,,,,,14.5,132.5,33.8,,,,,10.1,,,,,
Australia,151.0,-34.0,Subtropic,16.0,1145.0,19.7,2.3,,,,,5.52,,,Loam,,,,Poultry litter,,,550.00 ,,330.0,8.5,1.8,39.0,13.0,,BN,10.0,Radish,180.0,15.0,,,,,,,,,,,,,,,,7.9,,,,,
Australia,151.0,-34.0,Subtropic,16.0,1145.0,19.7,2.3,,,,,5.52,,,Loam,,,,Poultry litter,,,550.00 ,,330.0,8.5,1.8,39.0,13.0,,BN,25.0,Radish,180.0,15.0,,,,,,,,,,,,,,,,8.37,,,,,
Australia,151.0,-34.0,Subtropic,16.0,1145.0,19.7,2.3,,,,,5.52,,,Loam,,,,Poultry litter,,,550.00 ,,330.0,8.5,1.8,39.0,13.0,,BN,50.0,Radish,180.0,15.0,,,,,,,,,,,,,,,,8.42,,,,,
USA,-75.0,40.0,Temperate,10.95,553.0,,,,,,,7.1,,,Sandy loam,,,,Poultry litter,,,450.00 ,,270.0,22.6,,12.3,9.3,,B,11.25,Lettuce,194.0,20.0,,,,,,,,,,,,,7.65,,,0.47,,,,,
USA,-75.0,40.0,Temperate,10.95,553.0,,,,,,,7.1,,,Sandy loam,,,,Poultry litter,,,450.00 ,,270.0,22.6,,12.3,9.3,,B,22.5,Lettuce,194.0,20.0,,,,,,,,,,,,,7.79,,,0.67,,,,,
USA,-75.0,40.0,Temperate,10.95,553.0,,,,,,,7.1,,,Sandy loam,,,,Poultry litter,,,450.00 ,,270.0,22.6,,12.3,9.3,,B,56.25,Lettuce,194.0,20.0,,,,,,,,,,,,,8.01,,,0.34,,,,,
USA,-75.0,40.0,Temperate,10.95,553.0,,,,,,,7.1,,,Sandy loam,,,,Poultry litter,,,450.00 ,,270.0,22.6,,12.3,9.3,,B,112.5,Lettuce,194.0,20.0,,,,,,,,,,,,,8.25,,,0.47,,,,,
USA,-75.0,40.0,Temperate,10.95,553.0,,,,,,,7.14,,,Silty loam,,,,Poultry litter,,,450.00 ,,270.0,22.6,,12.3,9.3,,B,11.25,Lettuce,194.0,20.0,,,,,,,,,,,,,7.3,,,5.5,,,,,
USA,-75.0,40.0,Temperate,10.95,553.0,,,,,,,7.14,,,Silty loam,,,,Poultry litter,,,450.00 ,,270.0,22.6,,12.3,9.3,,B,22.5,Lettuce,194.0,20.0,,,,,,,,,,,,,7.33,,,6.44,,,,,
USA,-75.0,40.0,Temperate,10.95,553.0,,,,,,,7.14,,,Silty loam,,,,Poultry litter,,,450.00 ,,270.0,22.6,,12.3,9.3,,B,56.25,Lettuce,194.0,20.0,,,,,,,,,,,,,7.6,,,4.03,,,,,
USA,-75.0,40.0,Temperate,10.95,553.0,,,,,,,7.14,,,Silty loam,,,,Poultry litter,,,450.00 ,,270.0,22.6,,12.3,9.3,,B,112.5,Lettuce,194.0,20.0,,,,,,,,,,,,,7.77,,,4.7,,,,,
USA,-75.0,40.0,Temperate,10.95,553.0,,,,,,,7.14,,,Silty loam,,,,Poultry litter,2.0,,450.00 ,,270.0,22.6,,12.3,9.3,,BN,11.25,Lettuce,194.0,20.0,,,,,,,,,,,,,7.28,,,6.31,,,,,
USA,-75.0,40.0,Temperate,10.95,553.0,,,,,,,7.14,,,Silty loam,,,,Poultry litter,2.0,,450.00 ,,270.0,22.6,,12.3,9.3,,BN,22.5,Lettuce,194.0,20.0,,,,,,,,,,,,,7.23,,,6.51,,,,,
USA,-75.0,40.0,Temperate,10.95,553.0,,,,,,,7.14,,,Silty loam,,,,Poultry litter,2.0,,450.00 ,,270.0,22.6,,12.3,9.3,,BN,56.25,Lettuce,194.0,20.0,,,,,,,,,,,,,7.52,,,4.56,,,,,
USA,-75.0,40.0,Temperate,10.95,553.0,,,,,,,7.14,,,Silty loam,,,,Poultry litter,2.0,,450.00 ,,270.0,22.6,,12.3,9.3,,BN,112.5,Lettuce,194.0,20.0,,,,,,,,,,,,,7.72,,,5.4,,,,,
Pakistan,71.71,34.01,Subtropic ,22.7,384.0,5.1,0.89,,,,,7.8,1.27,,Silty loam,,,,Wood,5.0,,350.00 ,,,,,,,,B,10.0,Wheat,180.0,10.0,,,,,,,,,,,,,,,,3.33,,,0.6,5.19184512203752,53.73
Pakistan,71.71,34.01,Subtropic ,22.7,384.0,5.1,0.89,,,,,7.8,1.27,,Silty loam,,,,Wood,5.0,,350.00 ,,,,,,,,BN,10.0,Wheat,180.0,10.0,,,,,,,,,,,,,,,,4.33,,,1.3,5.96203573641717,89.53
Pakistan,71.71,34.01,Subtropic ,22.7,384.0,5.1,0.89,,,,,7.8,1.27,,Silty loam,,,,Wood,5.0,,350.00 ,,,,,,,,B,10.0,Wheat,180.0,10.0,,,,,,,,,,,,,,,,4.33,,,1.3,5.96203573641717,89.53
Pakistan,71.47,34.45,Subtropic ,23.0,390.0,4.87,0.7,,,,,7.75,,,Silty loam,28.2,8.1,63.7,Wood,,,550.00 ,,568.0,2.4,6.91,236.67,7.35,,B,5.0,Wheat,180.0,10.0,,,,,,,,,,,,,,,,3.16,,,0.21,4.152298955482657,19.79
Pakistan,71.47,34.45,Subtropic ,23.0,390.0,4.87,0.7,,,,,7.75,,,Silty loam,28.2,8.1,63.7,Wood,,,550.00 ,,568.0,2.4,6.91,236.67,7.35,,B,10.0,Wheat,180.0,10.0,,,,,,,,,,,,,,,,3.33,,,0.22,4.198103796512953,19.7
Pakistan,71.47,34.45,Subtropic ,23.0,390.0,4.87,0.7,,,,,7.75,,,Silty loam,28.2,8.1,63.7,Wood,,,550.00 ,,568.0,2.4,6.91,236.67,7.35,,BN,5.0,Wheat,180.0,10.0,,,,,,,,,,,,,,,,4.15,,,0.5,5.0106352940962555,35.89
Pakistan,71.47,34.45,Subtropic ,23.0,390.0,4.87,0.7,,,,,7.75,,,Silty loam,28.2,8.1,63.7,Wood,,,550.00 ,,568.0,2.4,6.91,236.67,7.35,,BN,10.0,Wheat,180.0,10.0,,,,,,,,,,,,,,,,4.33,,,0.46,4.9278332273351175,31.68
Pakistan,71.47,34.45,Subtropic ,23.0,390.0,4.87,0.7,,,,,7.75,,,Silty loam,28.2,8.1,63.7,Wood,,,550.00 ,,568.0,2.4,6.91,236.67,7.35,,B,5.0,Wheat,180.0,10.0,,,,,,,,,,,,,,,,4.15,,,0.5,5.0106352940962555,35.89
Pakistan,71.47,34.45,Subtropic ,23.0,390.0,4.87,0.7,,,,,7.75,,,Silty loam,28.2,8.1,63.7,Wood,,,550.00 ,,568.0,2.4,6.91,236.67,7.35,,B,10.0,Wheat,180.0,10.0,,,,,,,,,,,,,,,,4.33,,,0.46,4.9278332273351175,31.68
Australia,149.08,-35.17,Temperate,10.95,553.0,,,,,,,,,,Sand,,,,Poultry litter,,,550.00 ,,270.0,8.0,,33.75,13.0,,B,5.0,Maize,180.0,20.0,4.6,,,,,,,,,,,,4.6,,,19.8,,,,,
