Country,Longitude,Latitude,ClimateZone,Temperature,Precipitation,SOC_initial,TN_initial,TP_initial,NH4_N_initial,NO3_N_initial,OlsenP_initial,pH_initial,BD_initial,CEC_initial,Texture_initial,Sand_initial,Silt _initial,Clay_initial,Type_biochar,ParticleSize_biochar,BD_biochar,PyrolysisTemperature_biochar,Ash_biochar,C_biochar,N_biochar,P_biochar,CNRatio_biochar,pH_biochar,CEC_biochar,Treatment,BiocharAddition,CropType,TrialDuration,SoilDepth,SOC_T,TN_T,CNRatio_T,DOC_T,NH4_N_T,NO3_N_T,OlsenP_T,CEC_T,K_T,Ca_T,Mg_T,Na_T,pH_T,SMBC_T,SMBN_T,CropYield_T,CO2_T,CH4_T,N2O_T,GWP_T,GHGI_T
China,113.83,33.43,Subtropic ,14.8,852.0,10.81,1.26,,,,19.46,5.78,,,Clay loam,13.0,37.0,50.0,Maize straw,,,500.00 ,,,,,58.0,8.3,,BNPK,7.5,Maize,365.0,10.0,13.76,1.22,11.28,,,,24.58,,,,,,5.18,,,5.79,,,,,
China,113.83,33.43,Subtropic ,14.8,852.0,10.81,1.26,,,,19.46,5.78,,,Clay loam,13.0,37.0,50.0,Maize straw,,,500.00 ,,,,,58.0,8.3,,BNPK,7.5,Wheat,608.0,10.0,13.64,1.1,12.4,,,,66.48,,,,,,5.8,,,6.59,,,,,
China,113.83,33.43,Subtropic ,14.8,852.0,10.81,1.26,,,,19.46,5.78,,,Clay loam,13.0,37.0,50.0,Maize straw,,,500.00 ,,,,,58.0,8.3,,BNPK,7.5,Wheat,608.0,10.0,12.53,1.05,11.93,,,,60.85,,,,,,5.89,,,8.13,,,,,
China,113.83,33.43,Subtropic ,14.8,852.0,10.81,1.26,,,,19.46,5.78,,,Clay loam,13.0,37.0,50.0,Maize straw,,,500.00 ,,,,,58.0,8.3,,BNPK,7.5,Maize,730.0,10.0,8.14,1.13,7.2,,1.49,29.67,49.87,,,,,,5.47,,,8.58,,,,,
China,113.83,33.43,Subtropic ,14.8,852.0,10.81,1.26,,,,19.46,5.78,,,Clay loam,13.0,37.0,50.0,Maize straw,,,500.00 ,,,,,58.0,8.3,,BNPK,7.5,Maize,730.0,10.0,,,,,,,,,,,,,,,,8.97,,,,,
China,123.24,40.36,Temperate ,8.5,824.8,7.3,1.32,0.33,,,17.69,6.01,1.26,,,,,,Rice Straw,,,450.00 ,,542.1,11.24,7.79,48.23,,,B,7.5,Rice,1825.0,20.0,,,,,,,24.98,,,,,,6.11,,,,,,,,
China,123.24,40.36,Temperate ,8.5,824.8,7.3,1.32,0.33,,,17.69,6.01,1.26,,,,,,Rice Straw,,,450.00 ,,542.1,11.24,7.79,48.23,,,B,7.5,Rice,1825.0,20.0,,,,,,,26.31,,,,,,6.43,,,,,,,,
China,123.24,40.36,Temperate ,8.5,824.8,7.3,1.32,0.33,,,17.69,6.01,1.26,,,,,,Rice Straw,,,450.00 ,,542.1,11.24,7.79,48.23,,,B,7.5,Rice,1825.0,20.0,,,,,,,27.18,,,,,,6.58,,,,,,,,
UK,-2.48,53.41,(Sub)Arctic,17.0,879.0,,,,,,,8.49,,,Sandy clay loam,48.26,22.25,29.25,Wood,,,400.00 ,,883.8,6.9,,128.9,9.94,,B,45.0,Miscanthus,120.0,10.0,,,,,,,,,,,,,,,,12.31,,,,,
Laos,102.73,18.15,Tropic,25.8,1245.0,8.6,0.7,,,,,4.2,,,Clay,47.7,25.3,27.0,Rice husk,,,400.00 ,,623.0,10.5,,59.33,10.64,12.5,B,10.0,Maize,730.0,,,,,,,,,,,,,,,,,2.8,,,,,
Laos,102.73,18.15,Tropic,25.8,1245.0,8.6,0.7,,,,,4.2,,,Clay,47.7,25.3,27.0,Rice husk,,,400.00 ,,623.0,10.5,,59.33,10.64,12.5,BM,10.0,Maize,730.0,,,,,,,,,,,,,,,,,4.3,,,,,
Laos,102.73,18.15,Tropic,25.8,1245.0,8.6,0.7,,,,,4.2,,,Clay,47.7,25.3,27.0,Rice husk,,,400.00 ,,623.0,10.5,,59.33,10.64,12.5,B,10.0,Maize,730.0,,,,,,,,,,,,,,,,,1.11,,,,,
Laos,102.73,18.15,Tropic,25.8,1245.0,8.6,0.7,,,,,4.2,,,Clay,47.7,25.3,27.0,Rice husk,,,400.00 ,,623.0,10.5,,59.33,10.64,12.5,BM,10.0,Maize,730.0,,,,,,,,,,,,,,,,,1.07,,,,,
Laos,102.73,18.15,Tropic,25.8,1245.0,8.6,0.7,,,,,4.2,,,Clay,47.7,25.3,27.0,Rice husk,,,400.00 ,,623.0,10.5,,59.33,10.64,12.5,B,10.0,Maize,730.0,,,,,,,,,,,,,,,,,2.5,,,,,
Laos,102.62,18.18,Tropic,25.8,1368.0,6.2,0.7,,,,,5.4,,,Sand,67.7,25.0,7.3,Rice husk,,,400.00 ,,623.0,10.5,,59.33,10.64,12.5,BM,10.0,Maize,730.0,,,,,,,,,,,,,,,,,4.0,,,,,
Laos,102.62,18.18,Tropic,25.8,1368.0,6.2,0.7,,,,,5.4,,,Sand,67.7,25.0,7.3,Rice husk,,,400.00 ,,623.0,10.5,,59.33,10.64,12.5,B,10.0,Maize,730.0,,,,,,,,,,,,,,,,,1.47,,,,,
Laos,102.62,18.18,Tropic,25.8,1368.0,6.2,0.7,,,,,5.4,,,Sand,67.7,25.0,7.3,Rice husk,,,400.00 ,,623.0,10.5,,59.33,10.64,12.5,BM,10.0,Maize,730.0,,,,,,,,,,,,,,,,,1.97,,,,,
China,119.99,31.48,Subtropic,15.7,1177.0,22.6,1.6,,,,,6.22,,,,,,,Wheat straw,,,500.00 ,,602.0,11.2,,53.75,9.42,,B,8.0,Rice,,15.0,,,,43.2,53.4,17.6,,,,,,,6.46,187.0,28.2,8.42,,,1.53,6.123501072975731,54.09
China,119.99,31.48,Subtropic,15.7,1177.0,22.6,1.6,,,,,6.22,,,,,,,Wheat straw,,,500.00 ,,602.0,11.2,,53.75,9.42,,B,8.0,Rice,,,,,,53.6,53.7,18.1,,,,,,,6.51,271.0,61.3,11.4,,,1.66,6.205567353770043,43.36
China,119.99,31.48,Subtropic,15.7,1177.0,22.6,1.6,,,,,6.22,,,,,,,Wheat straw,,,500.00 ,,602.0,11.2,,53.75,9.42,,B,8.0,Rice,,,,,,54.8,50.2,19.4,,,,,,,6.55,262.0,59.1,11.05,,,2.01,6.396262766228443,54.16
China,106.57,40.43,Temperate,7.9,136.0,,1.63,,3.2,7.4,,8.2,,,,,,,Wheat straw,,,,,703.8,15.3,,46.0,9.67,,B,1.5,Maize,139.0,,,1.64,,,5.82,18.43,,,,,,,8.38,,,11.43,,,3.2,6.861292404571796,83.43
China,106.57,40.43,Temperate,7.9,136.0,,1.63,,3.2,7.4,,8.2,,,,,,,Wheat straw,,,,,703.8,15.3,,46.0,9.67,,B,1.5,Maize,138.0,,,1.71,,,5.84,15.54,,,,,,,8.54,,,9.63,,,4.29,7.154162129221508,132.75
China,106.57,40.43,Temperate,7.9,136.0,,1.63,,3.2,7.4,,8.2,,,,,,,Wheat straw,,,,,703.8,15.3,,46.0,9.67,,B,1.5,Wheat,111.0,,,1.69,,,5.37,13.95,,,,,,,8.63,,,5.92,,,2.07,6.426261894577431,104.2
China,116.17,34.97,Subtropic,16.0,700.0,8.74,0.61,,10.68,18.09,34.7,7.67,,,,,,,Maize straw,,,450.00 ,,890.5,7.2,4.3,123.68,10.3,40.1,B,5.0,Cotton ,,20.0,,0.8,,,10.19,21.7,31.61,,,,,,7.76,,,2.18,,,,,
China,116.17,34.97,Subtropic,16.0,700.0,8.74,0.61,,10.68,18.09,34.7,7.67,,,,,,,Maize straw,,,450.00 ,,890.5,7.2,4.3,123.68,10.3,40.1,B,10.0,Cotton ,,20.0,,0.86,,,10.19,25.14,30.97,,,,,,7.79,,,2.2,,,,,
China,116.17,34.97,Subtropic,16.0,700.0,8.74,0.61,,10.68,18.09,34.7,7.67,,,,,,,Maize straw,,,450.00 ,,890.5,7.2,4.3,123.68,10.3,40.1,B,20.0,Cotton ,,20.0,,0.93,,,10.72,26.64,29.98,,,,,,7.83,,,2.33,,,,,
China,116.17,34.97,Subtropic,16.0,700.0,8.74,0.61,,10.68,18.09,34.7,7.67,,,,,,,Maize straw,,,450.00 ,,890.5,7.2,4.3,123.68,10.3,40.1,B,5.0,Cotton ,,20.0,,0.8,,,14.68,23.52,30.19,,,,,,7.81,,,2.76,,,,,
China,116.17,34.97,Subtropic,16.0,700.0,8.74,0.61,,10.68,18.09,34.7,7.67,,,,,,,Maize straw,,,450.00 ,,890.5,7.2,4.3,123.68,10.3,40.1,B,10.0,Cotton ,,20.0,,0.91,,,15.68,22.62,27.58,,,,,,7.81,,,2.83,,,,,
China,116.17,34.97,Subtropic,16.0,700.0,8.74,0.61,,10.68,18.09,34.7,7.67,,,,,,,Maize straw,,,450.00 ,,890.5,7.2,4.3,123.68,10.3,40.1,B,20.0,Cotton ,,20.0,,0.96,,,16.96,22.02,26.11,,,,,,7.88,,,2.88,,,,,
China,116.17,34.97,Subtropic,16.0,700.0,8.74,0.61,,10.68,18.09,34.7,7.67,,,,,,,Maize straw,,,450.00 ,,890.5,7.2,4.3,123.68,10.3,40.1,B,5.0,Cotton ,,20.0,2.21,0.92,2.41,,16.55,19.8,27.89,,,,,,7.83,,,2.61,,,,,
China,116.17,34.97,Subtropic,16.0,700.0,8.74,0.61,,10.68,18.09,34.7,7.67,,,,,,,Maize straw,,,450.00 ,,890.5,7.2,4.3,123.68,10.3,40.1,B,10.0,Cotton ,,20.0,2.67,0.97,2.76,,18.03,23.84,26.58,,,,,,7.86,,,2.82,,,,,
China,116.17,34.97,Subtropic,16.0,700.0,8.74,0.61,,10.68,18.09,34.7,7.67,,,,,,,Maize straw,,,450.00 ,,890.5,7.2,4.3,123.68,10.3,40.1,B,20.0,Cotton ,,20.0,3.88,1.07,3.62,,18.43,25.11,25.43,,,,,,7.9,,,2.91,,,,,
China,119.3,26.1,Subtropic ,14.1,1058.0,,1.93,1.8,,,,6.5,,,Silty loam,28.0,60.0,12.0,Mixed,,,600.00 ,,,,,,,,B,4.0,Rice,82.0,15.0,,,,79.0,,,,,,,,,7.5,,,7.56,5886.6,7.33,,8.72175231712519,807.75
China,119.3,26.1,Subtropic ,14.1,1058.0,,1.93,1.8,,,,6.5,,,Silty loam,28.0,60.0,12.0,Mixed,,,600.00 ,,,,,,,,B,8.0,Rice,82.0,15.0,,,,92.17,,,,,,,,,7.51,,,5.72,6525.77,8.33,,8.825542223403797,1206.47
China,104.17,31.05,Subtropic,16.3,890.0,20.1,1.8,,,,25.6,,,,Loam,52.0,32.0,16.0,Wheat straw,,,350.00 ,,470.0,6.0,14.0,80.0,10.4,,B,12.0,Rice,,15.0,,,,,,,,,,,,,,711.11,58.22,8.14,,27.17,0.07,5.700443573390687,36.63
China,104.17,31.05,Subtropic,16.3,890.0,20.1,1.8,,,,25.6,,,,Loam,52.0,32.0,16.0,Wheat straw,,,350.00 ,,470.0,6.0,14.0,80.0,10.4,,B,12.0,Rice,,15.0,,,,,,,,,,,,,,627.78,52.89,8.31,,7.61,0.07,5.350720045341085,25.26
China,104.17,31.05,Subtropic,16.3,890.0,20.1,1.8,,,,25.6,,,,Loam,52.0,32.0,16.0,Wheat straw,,,350.00 ,20.8,470.0,6.0,14.0,80.0,10.4,,BN,12.0,Rice,,15.0,,,,,,,,,,,,,,755.56,62.22,8.98,,10.33,1.25,6.446402126243844,70.07
China,104.17,31.05,Subtropic,16.3,890.0,20.1,1.8,,,,25.6,,,,Loam,52.0,32.0,16.0,Wheat straw,,,350.00 ,20.8,470.0,6.0,14.0,80.0,10.4,,BN,12.0,Rice,,15.0,,,,,,,,,,,,,,755.56,60.44,9.07,,5.98,0.85,6.0026270143140925,44.5
China,104.17,31.05,Subtropic,16.3,890.0,20.1,1.8,,,,25.6,,,,Loam,52.0,32.0,16.0,Wheat straw,,,350.00 ,,470.0,6.0,14.0,80.0,10.4,,B,12.0,Rice,,15.0,,,,,,,,,,,,,,544.44,40.0,5.76,,5.43,0.85,7.02197642307216,194.35
China,104.17,31.05,Subtropic,16.3,890.0,20.1,1.8,,,,25.6,,,,Loam,52.0,32.0,16.0,Wheat straw,,,350.00 ,,470.0,6.0,14.0,80.0,10.4,,B,12.0,Rice,,15.0,,,,,,,,,,,,,,522.22,30.67,5.34,,6.52,0.79,6.931471805599453,191.61
China,104.17,31.05,Subtropic,16.3,890.0,20.1,1.8,,,,25.6,,,,Loam,52.0,32.0,16.0,Wheat straw,,,350.00 ,20.8,470.0,6.0,14.0,80.0,10.4,,BN,12.0,Rice,,15.0,,,,,,,,,,,,,,577.78,36.0,9.07,,9.24,6.43,7.044032897274685,126.27
China,104.17,31.05,Subtropic,16.3,890.0,20.1,1.8,,,,25.6,,,,Loam,52.0,32.0,16.0,Wheat straw,,,350.00 ,20.8,470.0,6.0,14.0,80.0,10.4,,BN,12.0,Rice,,15.0,,,,,,,,,,,,,,627.78,43.11,8.98,,13.59,2.95,7.106622531035554,135.7
China,104.17,31.05,Subtropic,16.3,890.0,20.1,1.8,,,,25.6,,,,Loam,52.0,32.0,16.0,Wheat straw,,,350.00 ,,470.0,6.0,14.0,80.0,10.4,,B,12.0,Rice,,15.0,,10.93,,,,,,,,,,,,500.0,25.33,7.71,,59.78,0.46,7.397775973314939,211.54
China,104.17,31.05,Subtropic,16.3,890.0,20.1,1.8,,,,25.6,,,,Loam,52.0,32.0,16.0,Wheat straw,,,350.00 ,,470.0,6.0,14.0,80.0,10.4,,B,12.0,Rice,,15.0,,10.51,,,,,,,,,,,,455.56,25.78,7.8,,63.04,0.39,7.4350426614347365,217.19
China,104.17,31.05,Subtropic,16.3,890.0,20.1,1.8,,,,25.6,,,,Loam,52.0,32.0,16.0,Wheat straw,,,350.00 ,20.8,470.0,6.0,14.0,80.0,10.4,,BN,12.0,Rice,,15.0,,13.58,,,,,,,,,,,,477.78,24.0,10.08,,49.46,0.79,7.294309362198541,145.85
China,104.17,31.05,Subtropic,16.3,890.0,20.1,1.8,,,,25.6,,,,Loam,52.0,32.0,16.0,Wheat straw,,,350.00 ,20.8,470.0,6.0,14.0,80.0,10.4,,BN,12.0,Rice,,15.0,,14.04,,,,,,,,,,,,438.89,25.78,10.17,,38.59,1.05,7.1533098175679175,125.6
China,104.17,31.05,Subtropic,16.3,890.0,20.1,1.8,,,,25.6,,,,Loam,52.0,32.0,16.0,Wheat straw,,,350.00 ,,470.0,6.0,14.0,80.0,10.4,,B,12.0,Rice,,15.0,,,,,,,,,,,,,,,,9.15,,,,,
China,104.17,31.05,Subtropic,16.3,890.0,20.1,1.8,,,,25.6,,,,Loam,52.0,32.0,16.0,Wheat straw,,,350.00 ,,470.0,6.0,14.0,80.0,10.4,,B,12.0,Rice,,15.0,,,,,,,,,,,,,,,,9.32,,,,,
China,104.17,31.05,Subtropic,16.3,890.0,20.1,1.8,,,,25.6,,,,Loam,52.0,32.0,16.0,Wheat straw,,,350.00 ,20.8,470.0,6.0,14.0,80.0,10.4,,BN,12.0,Rice,,15.0,,,,,,,,,,,,,,,,10.08,,,,,
China,104.17,31.05,Subtropic,16.3,890.0,20.1,1.8,,,,25.6,,,,Loam,52.0,32.0,16.0,Wheat straw,,,350.00 ,20.8,470.0,6.0,14.0,80.0,10.4,,BN,12.0,Rice,,15.0,,,,,,,,,,,,,,,,10.59,,,,,
China,104.17,31.05,Subtropic,16.3,890.0,20.1,1.8,,,,25.6,,,,Loam,52.0,32.0,16.0,Wheat straw,,,350.00 ,,470.0,6.0,14.0,80.0,10.4,,B,12.0,Rice,,15.0,,,,,,,,,,,,,,,,9.58,,,,,
China,104.17,31.05,Subtropic,16.3,890.0,20.1,1.8,,,,25.6,,,,Loam,52.0,32.0,16.0,Wheat straw,,,350.00 ,20.8,470.0,6.0,14.0,80.0,10.4,,BN,12.0,Rice,,15.0,,,,,,,,,,,,,,,,10.34,,,,,
China,104.17,31.05,Subtropic,16.3,890.0,20.1,1.8,,,,25.6,,,,Loam,52.0,32.0,16.0,Wheat straw,,,350.00 ,20.8,470.0,6.0,14.0,80.0,10.4,,BN,12.0,Rice,,15.0,,,,,,,,,,,,,,,,10.85,,,,,
China,104.17,31.05,Subtropic,16.3,890.0,20.1,1.8,,,,25.6,,,,Loam,52.0,32.0,16.0,Wheat straw,,,350.00 ,,470.0,6.0,14.0,80.0,10.4,,B,12.0,Rice,,15.0,,,,,,,,,,,,,,,,9.66,,,,,
China,104.17,31.05,Subtropic,16.3,890.0,20.1,1.8,,,,25.6,,,,Loam,52.0,32.0,16.0,Wheat straw,,,350.00 ,20.8,470.0,6.0,14.0,80.0,10.4,,BN,12.0,Rice,,15.0,,,,,,,,,,,,,,,,11.44,,,,,
China,104.17,31.05,Subtropic,16.3,890.0,20.1,1.8,,,,25.6,,,,Loam,52.0,32.0,16.0,Wheat straw,,,350.00 ,20.8,470.0,6.0,14.0,80.0,10.4,,BN,12.0,Rice,,15.0,,,,,,,,,,,,,,,,11.1,,,,,
China,104.17,31.05,Subtropic,16.3,890.0,20.1,1.8,,,,25.6,,,,Loam,52.0,32.0,16.0,Wheat straw,,,350.00 ,,470.0,6.0,14.0,80.0,10.4,,B,12.0,Wheat,,15.0,,,,,,,,,,,,,,,,2.53,,,,,
China,104.17,31.05,Subtropic,16.3,890.0,20.1,1.8,,,,25.6,,,,Loam,52.0,32.0,16.0,Wheat straw,,,350.00 ,,470.0,6.0,14.0,80.0,10.4,,B,12.0,Wheat,,15.0,,,,,,,,,,,,,,,,2.36,,,,,
China,104.17,31.05,Subtropic,16.3,890.0,20.1,1.8,,,,25.6,,,,Loam,52.0,32.0,16.0,Wheat straw,,,350.00 ,20.8,470.0,6.0,14.0,80.0,10.4,,BN,12.0,Wheat,,15.0,,,,,,,,,,,,,,,,4.38,,,,,
China,104.17,31.05,Subtropic,16.3,890.0,20.1,1.8,,,,25.6,,,,Loam,52.0,32.0,16.0,Wheat straw,,,350.00 ,20.8,470.0,6.0,14.0,80.0,10.4,,BN,12.0,Wheat,,15.0,,,,,,,,,,,,,,,,4.44,,,,,
China,104.17,31.05,Subtropic,16.3,890.0,20.1,1.8,,,,25.6,,,,Loam,52.0,32.0,16.0,Wheat straw,,,350.00 ,,470.0,6.0,14.0,80.0,10.4,,B,12.0,Wheat,,15.0,,,,,,,,,,,,,,,,2.98,,,,,
China,104.17,31.05,Subtropic,16.3,890.0,20.1,1.8,,,,25.6,,,,Loam,52.0,32.0,16.0,Wheat straw,,,350.00 ,,470.0,6.0,14.0,80.0,10.4,,B,12.0,Wheat,,15.0,,,,,,,,,,,,,,,,3.43,,,,,
China,104.17,31.05,Subtropic,16.3,890.0,20.1,1.8,,,,25.6,,,,Loam,52.0,32.0,16.0,Wheat straw,,,350.00 ,20.8,470.0,6.0,14.0,80.0,10.4,,BN,12.0,Wheat,,15.0,,,,,,,,,,,,,,,,5.67,,,,,
China,104.17,31.05,Subtropic,16.3,890.0,20.1,1.8,,,,25.6,,,,Loam,52.0,32.0,16.0,Wheat straw,,,350.00 ,20.8,470.0,6.0,14.0,80.0,10.4,,BN,12.0,Wheat,,15.0,,,,,,,,,,,,,,,,6.24,,,,,
China,104.17,31.05,Subtropic,16.3,890.0,20.1,1.8,,,,25.6,,,,Loam,52.0,32.0,16.0,Wheat straw,,,350.00 ,,470.0,6.0,14.0,80.0,10.4,,B,12.0,Wheat,,15.0,,14.67,,,,,,,,,,,,,,3.2,,,,,
China,104.17,31.05,Subtropic,16.3,890.0,20.1,1.8,,,,25.6,,,,Loam,52.0,32.0,16.0,Wheat straw,,,350.00 ,,470.0,6.0,14.0,80.0,10.4,,B,12.0,Wheat,,15.0,,14.22,,,,,,,,,,,,,,3.31,,,,,
China,104.17,31.05,Subtropic,16.3,890.0,20.1,1.8,,,,25.6,,,,Loam,52.0,32.0,16.0,Wheat straw,,,350.00 ,20.8,470.0,6.0,14.0,80.0,10.4,,BN,12.0,Wheat,,15.0,,18.47,,,,,,,,,,,,,,6.12,,,,,
China,104.17,31.05,Subtropic,16.3,890.0,20.1,1.8,,,,25.6,,,,Loam,52.0,32.0,16.0,Wheat straw,,,350.00 ,20.8,470.0,6.0,14.0,80.0,10.4,,BN,12.0,Wheat,,15.0,,18.32,,,,,,,,,,,,,,6.91,,,,,
China,104.25,30.99,Subtropic,16.3,890.0,20.11,1.81,,,,,5.99,1.1,,Loam,,,,Wheat straw,2.0,,500.00 ,20.8,467.0,5.9,,79.15,10.4,,B,20.0,Rice,180.0,15.0,,,,,,,,,,,,,,,,8.18,,,0.11,3.1354942159291497,2.69
China,113.0,28.21,Subtropic,16.3,890.0,18.76,1.79,,,,,6.21,0.91,,Loam,,,,Wheat straw,2.0,,500.00 ,20.8,467.0,5.9,,79.15,10.4,,B,40.0,Rice,180.0,15.0,,,,,,,,,,,,,,,,8.29,,,0.17,3.044522437723423,2.41
China,113.0,28.21,Subtropic,16.3,890.0,18.76,1.79,,,,,6.21,0.91,,Loam,,,,Wheat straw,2.0,,500.00 ,,467.0,5.9,,79.15,10.4,,BN,20.0,Rice,180.0,15.0,23.1,1.79,12.91,,,,,,,,,,6.14,,,9.0,,,0.13,5.9847923373399174,44.04
China,113.0,28.21,Subtropic,16.3,890.0,18.76,1.79,,,,,6.21,0.91,,Loam,,,,Wheat straw,2.0,,500.00 ,,467.0,5.9,,79.15,10.4,,BN,40.0,Rice,180.0,15.0,19.3,1.9,10.16,,,,,,,,,,4.98,,,9.1,,,0.09,5.561681131348611,28.49
China,104.25,30.99,Subtropic,16.3,890.0,20.11,1.81,,,,,5.99,1.1,,Loam,,,,Wheat straw,2.0,,500.00 ,20.8,467.0,5.9,,79.15,10.4,,B,20.0,Rice,180.0,15.0,30.3,1.98,15.3,,,,,,,,,,6.27,,,6.63,,,0.29,3.8590440806372595,7.0
China,104.25,30.99,Subtropic,16.3,890.0,20.11,1.81,,,,,5.99,1.1,,Loam,,,,Wheat straw,2.0,,500.00 ,20.8,467.0,5.9,,79.15,10.4,,B,40.0,Rice,180.0,15.0,28.1,1.73,16.24,,,,,,,,,,6.3,,,6.36,,,0.09,3.325755186495297,4.22
China,113.0,28.21,Subtropic,16.3,890.0,19.76,1.79,,,,,6.21,1.91,,Loam,,,,Wheat straw,2.0,,500.00 ,,467.0,5.9,,79.15,10.4,,BN,20.0,Rice,181.0,15.0,,,,,,,,,,,,,,,,7.74,,,1.06,5.758523153313662,40.81
China,113.0,28.21,Subtropic,16.3,890.0,18.76,1.79,,,,,6.21,0.91,,Loam,,,,Wheat straw,2.0,,500.00 ,,467.0,5.9,,79.15,10.4,,BN,40.0,Rice,180.0,15.0,,,,,,,,,,,,,,,,8.17,,,0.72,5.373239293065296,26.26
China,116.25,28.37,Subtropic,17.5,1600.0,17.7,1.59,,,,,4.89,1.24,,Clay,,,,Wheat straw,2.0,,500.00 ,20.8,467.0,5.9,,79.15,10.4,,B,20.0,Rice,180.0,15.0,,,,,,,,,,,,,,,,6.63,,,0.07,3.0846584827483925,3.15
China,116.25,28.37,Subtropic,17.5,1600.0,17.7,1.59,,,,,4.89,1.24,,Clay,,,,Wheat straw,2.0,,500.00 ,20.8,467.0,5.9,,79.15,10.4,,B,40.0,Rice,180.0,15.0,,,,,,,,,,,,,,,,6.8,,,0.07,3.0846584827483925,3.07
China,116.25,28.37,Subtropic,17.5,1600.0,17.7,1.59,,,,,4.89,1.24,,Clay,,,,Wheat straw,2.0,,500.00 ,,467.0,5.9,,79.15,10.4,,BN,20.0,Rice,180.0,15.0,25.6,1.9,13.47,,,,,,,,,,5.12,,,8.33,,,0.79,5.465609884322231,28.26
China,116.25,28.37,Subtropic,17.5,1600.0,17.7,1.59,,,,,4.89,1.24,,Clay,,,,Wheat straw,2.0,,500.00 ,,467.0,5.9,,79.15,10.4,,BN,40.0,Rice,180.0,15.0,25.6,1.9,13.47,,,,,,,,,,5.12,,,8.55,,,0.68,5.316353729034136,23.7
China,115.5,34.53,Subtropic,13.9,780.0,9.87,0.94,,,,,8.38,1.46,,Loam,,,,Wheat straw,2.0,,375.00 ,20.8,467.0,5.9,,83.39,10.4,21.7,B,10.0,Maize,1215.0,15.0,14.5,1.12,12.95,,,,22.0,,,,,,8.38,,,7.86,1520.0,-0.13,1.09,6.226536669287466,64.2
China,115.5,34.53,Subtropic,13.9,780.0,9.87,0.94,,,,,8.38,1.46,,Loam,,,,Wheat straw,2.0,,375.00 ,20.8,467.0,5.9,,83.39,10.4,21.7,B,40.0,Maize,1215.0,15.0,16.5,1.11,14.86,,,,20.36,,,,,,8.23,,,7.42,1465.0,-0.11,0.71,5.793013608384144,44.0
China,115.5,34.53,Subtropic,13.9,780.0,9.87,0.94,,,,,8.38,1.46,,Loam,,,,Wheat straw,2.0,,375.00 ,20.8,467.0,5.9,,83.39,10.4,21.7,B,10.0,Wheat,1215.0,15.0,14.91,1.25,11.93,,,,32.03,,,,,,,,,7.5,1256.0,-0.21,0.38,5.135798437050262,22.7
China,115.5,34.53,Subtropic,13.9,780.0,9.87,0.94,,,,,8.38,1.46,,Loam,,,,Wheat straw,2.0,,375.00 ,20.8,467.0,5.9,,83.39,10.4,21.7,B,40.0,Wheat,1215.0,15.0,16.16,1.28,12.63,,,,30.44,,,,,,,,,7.87,1260.0,-0.19,0.38,5.147494476813453,21.8
China,115.5,34.53,Subtropic,13.9,780.0,9.87,0.94,,,,,8.38,1.46,,Loam,,,,Wheat straw,2.0,,375.00 ,20.8,467.0,5.9,,83.39,10.4,21.7,B,10.0,Wheat,1215.0,15.0,16.57,1.43,11.59,,,,24.58,,,,,,7.92,,,7.83,,,,,
China,115.5,34.53,Subtropic,13.9,780.0,9.87,0.94,,,,,8.38,1.46,,Loam,,,,Wheat straw,2.0,,375.00 ,20.8,467.0,5.9,,83.39,10.4,21.7,B,40.0,Wheat,1215.0,15.0,18.32,1.4,13.09,,,,23.28,,,,,,7.96,,,8.07,,,,,
China,115.5,34.53,Subtropic,13.9,780.0,9.87,0.94,,,,,8.38,1.46,,Loam,,,,Wheat straw,2.0,,375.00 ,20.8,467.0,5.9,,83.39,10.4,21.7,B,10.0,Maize,1215.0,15.0,14.1,1.17,12.05,,,,12.97,,,,,,8.11,,,8.35,3013.0,-0.23,2.21,6.93537044601511,122.7
China,115.5,34.53,Subtropic,13.9,780.0,9.87,0.94,,,,,8.38,1.46,,Loam,,,,Wheat straw,2.0,,375.00 ,20.8,467.0,5.9,,83.39,10.4,21.7,B,40.0,Maize,1215.0,15.0,15.51,1.14,13.61,,,,12.13,,,,,,8.23,,,9.11,3180.0,-0.18,1.91,6.78897174299217,97.7
China,123.55,41.82,Temperate,7.0,574.0,11.0,1.2,,,,,7.4,1.31,,,,,,Maize straw,,,350.00 ,,660.0,12.7,,51.96,9.2,,B,2.63,Maize,136.0,20.0,12.25,1.29,9.5,,,,,,,,,,7.73,,,13.2,1700.11,0.16,0.32,7.495803020911794,136.32
China,123.55,41.82,Temperate,7.0,574.0,11.0,1.2,,,,,7.4,1.31,,,,,,Maize straw,,,350.00 ,,660.0,12.7,,51.96,9.2,,B,2.63,Maize,143.0,20.0,12.91,1.4,9.22,,,,,,,,,,7.94,,,13.2,2077.67,0.44,0.19,7.671496049195849,162.52
China,123.55,41.82,Temperate ,8.9,550.0,,1.2,0.38,,,,7.4,1.31,,,,,,Maize straw,,,500.00 ,15.57,660.0,12.7,8.9,59.5,9.2,,B,2.6,Maize,365.0,20.0,,1.29,,,12.08,25.39,,,,,,,7.74,,,,,,0.5,5.007229500961423,
